OBJECTID,StopID,NextRide,Location,Juris,Photo,Routes,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
6803,2245,12242,35TH AVE & MISSOURI AVE,Phoenix,,35,Weekend,14,13,12,19,11,22,23,31,15,19,20,18,19
6804,2246,12243,35TH AVE & MONTEBELLO AVE,Phoenix,,35,Weekend,4,4,3,4,3,7,7,6,3,3,3,2,3
6805,2247,12249,35TH AVE & MYRTLE AVE,Phoenix,,35,Weekend,6,6,5,7,5,10,13,13,6,6,5,8,8
6806,2248,12252,35TH AVE & NORTHERN AVE,Phoenix,,35,Weekend,49,47,44,51,35,60,64,74,38,48,44,42,49
6807,2249,12247,35TH AVE & OCOTILLO RD,Phoenix,,35,Weekend,5,5,5,6,3,7,7,10,5,4,4,5,8
6808,2250,12250,35TH AVE & ORANGEWOOD AVE,Phoenix,,35,Weekend,9,8,8,10,5,13,12,17,7,6,7,9,8
6809,2251,18146,35TH AVE & OSBORN RD,Phoenix,,35,Weekend,15,14,13,21,13,28,28,43,20,21,24,24,25
6810,2252,12229,35TH AVE & PALM LN,Phoenix,,35,Weekend,7,7,6,8,6,10,11,14,6,5,8,9,9
6811,2253,12266,35TH AVE & PEORIA AVE,Phoenix,,35,Weekend,21,20,19,32,20,38,42,49,19,30,31,29,31
6812,2254,12226,35TH AVE & ROOSEVELT ST,Phoenix,,35,Weekend,22,21,20,25,14,26,26,36,17,19,23,21,20
6813,2255,12245,35TH AVE & ROSE LN,Phoenix,,35,Weekend,11,11,10,14,8,19,18,17,7,10,10,11,12
6814,2256,12215,35TH AVE & SOUTHERN AVE,Phoenix,,35,Weekend,66,63,59,95,53,105,119,155,81,83,86,82,80
6815,2257,12269,35TH AVE & SUNNYSIDE DR,Phoenix,,35,Weekend,1,1,1,2,1,3,2,3,1,1,3,1,2
6816,2258,12272,35TH AVE & SWEETWATER AVE,Phoenix,,35,Weekend,2,2,2,3,2,4,4,6,2,3,2,2,2
6817,2259,18145,35TH AVE & THOMAS RD,Phoenix,,35,Weekend,43,42,39,58,36,73,82,102,55,61,71,71,65
6818,2260,12274,35TH AVE & THUNDERBIRD RD,Phoenix,,35,Weekend,22,21,20,26,15,29,35,41,21,27,26,25,24
6819,2261,12280,35TH AVE & TIERRA BUENA LN,Phoenix,,35,Weekend,5,4,4,4,2,7,6,11,4,5,3,5,4
6820,2262,11750,35TH AVE & UNION HILLS DR,Phoenix,,27 | 35,Weekend,19,18,17,23,18,35,32,48,26,48,38,33,30
6821,2263,12224,35TH AVE & VAN BUREN ST,Phoenix,,35,Weekend,66,64,60,89,62,107,119,151,77,95,96,87,94
6822,2264,12231,35TH AVE & VIRGINIA AVE,Phoenix,,35,Weekend,3,3,3,3,2,11,9,7,3,4,8,3,3
6823,2265,10459,35TH AVE & WASHINGTON ST,Phoenix,,35,Weekend,4,4,4,8,5,12,13,13,6,6,8,7,7
6824,2266,12251,35TH AVE & FRIER DR,Phoenix,,35,Weekend,1,1,1,1,1,1,2,3,1,2,2,2,2
6825,2267,18206,35TH AVE & MORELAND ST,Phoenix,,35,Weekend,2,2,1,2,1,5,4,6,2,2,3,4,5
6826,2268,12216,35TH AVE & SUNLAND AVE,Phoenix,,35,Weekend,6,6,5,7,5,12,12,13,7,7,8,8,8
6827,2270,12276,35TH AVE & ACOMA DR,Phoenix,,35,Weekend,3,3,3,2,1,5,5,4,5,2,2,2,2
6828,2271,12285,35TH AVE & GROVERS AVE,Phoenix,,35,Weekend,2,2,2,1,1,4,3,3,2,2,1,1,1
6829,2272,11751,35TH AVE & KIMBERLY WY,Phoenix,,27 | 35,Weekend,0,0,0,1,0,1,1,1,0,1,0,1,1
6830,2273,12246,35TH AVE & MARYLAND AVE,Phoenix,,35,Weekend,5,5,5,6,4,9,8,9,3,4,6,6,6
6831,2274,12267,35TH AVE & DESERT COVE AVE,Phoenix,,35,Weekend,6,6,5,6,4,10,8,9,9,5,7,4,4
6832,2275,12286,35TH AVE & VILLA RITA DR,Phoenix,,35,Weekend,1,1,1,1,0,2,2,2,0,0,1,2,0
6833,2296,10917,3RD ST & EVA ST,Phoenix,,12,Weekend,1,1,1,2,2,3,4,6,5,3,3,4,5
6834,2297,16874,3RD ST & MORELAND ST,Phoenix,, I10E | 514 | 520 | 521 | 522 | 531 | 533 | 535 | 541 | 542,Weekend,,,,,0,,,,,,,,
6835,2298,16886,3RD ST & ROOSEVELT ST,Phoenix,,514 | 520 | 521 | 522 | 531 | 533 | 535 | 541 | 542,Weekend,0,0,0,,,,,,,,,,
6836,2299,12435,40TH ST & EDNA AVE,Phoenix,,39,Weekend,0,0,0,0,,0,,0,,,0,,0
6837,2300,12433,40TH ST & TIERRA BUENA LN,Phoenix,,39,Weekend,0,0,0,0,0,0,0,0,,0,0,0,0
6838,2301,12430,40TH ST & ACOMA DR,Phoenix,,39,Weekend,1,1,1,0,0,0,1,1,0,0,1,1,1
6839,2302,12436,40TH ST & BELL RD,Phoenix,,39,Weekend,4,3,3,6,3,5,6,10,5,7,7,4,6
6840,2305,12437,40TH ST & DANBURY DR,Phoenix,,39,Weekend,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,2306,12432,40TH ST & GREENWAY RD,Phoenix,,39,Weekend,2,2,2,3,3,3,5,9,4,3,4,4,5
6842,2307,12438,40TH ST & GROVERS AVE,Phoenix,,39,Weekend,1,1,0,1,1,0,0,2,1,1,2,1,0
6843,2308,12429,40TH ST & HEARN RD,Phoenix,,39,Weekend,1,1,1,0,0,2,2,2,1,1,1,0,1
6844,2309,12434,40TH ST & PARADISE LN,Phoenix,,39,Weekend,0,0,0,0,0,0,0,1,0,0,0,0,0
6845,2310,12439,40TH ST & ROBERT E LEE ST,Phoenix,,39,Weekend,1,1,1,0,1,0,1,1,1,0,1,0,1
6846,2311,12428,40TH ST & THUNDERBIRD RD,Phoenix,,39,Weekend,9,8,8,12,8,16,18,26,11,14,15,13,16
6847,2312,12431,40TH ST & BLANCHE DR,Phoenix,,39,Weekend,0,0,0,1,0,0,0,0,0,0,0,1,1
6848,2313,12877,43RD AVE & LAS PALMARITAS DR,Phoenix,,43,Weekend,1,1,1,1,1,1,2,3,1,2,1,1,2
6849,2315,12868,43RD AVE & CLAREMONT ST,Phoenix,,43,Weekend,5,5,4,7,4,9,10,9,9,11,6,6,5
6850,2316,12878,43RD AVE & ALICE AVE,Phoenix,,43,Weekend,1,1,1,1,1,1,1,1,1,1,1,1,1
6851,2317,12893,43RD AVE & ACOMA DR,Phoenix,,43,Weekend,0,0,0,0,0,1,1,2,0,0,0,0,0
6852,2318,12899,43RD AVE & BELL RD,Phoenix,,43,Weekend,3,3,3,4,3,4,8,9,5,6,17,6,5
6853,2319,12867,43RD AVE & BETHANY HOME RD,Phoenix,,43,Weekend,31,30,28,55,33,48,61,84,48,50,47,40,40
6854,2320,12882,43RD AVE & BROWN ST,Phoenix,,43,Weekend,2,2,2,3,3,6,6,4,2,2,2,2,3
6855,2321,12887,43RD AVE & CACTUS RD,Phoenix,,43,Weekend,6,6,5,10,8,14,12,16,15,11,13,10,10
6856,2322,12863,43RD AVE & CAMELBACK RD,Phoenix,,43,Weekend,22,22,20,35,27,36,45,59,34,45,40,32,35
6857,2323,12900,43RD AVE & CAMPO BELLO DR,Phoenix,,43,Weekend,0,0,0,0,0,1,1,1,0,0,0,0,0
6858,2324,12885,43RD AVE & CHOLLA ST,Phoenix,,43,Weekend,2,2,1,3,1,2,2,3,2,1,2,1,2
6859,2325,12894,43RD AVE & COUNTRY GABLES DR,Phoenix,,43,Weekend,0,0,0,0,,2,1,1,0,0,,,0
6860,2326,12849,43RD AVE & CULVER ST,Phoenix,,43,Weekend,5,5,4,7,4,5,9,8,8,8,9,7,7
6861,2327,12884,43RD AVE & DESERT COVE AVE,Phoenix,,43,Weekend,0,0,0,1,1,1,1,2,1,1,1,1,1
6862,2328,12879,43RD AVE & DUNLAP AVE,Phoenix,,43,Weekend,7,7,7,17,10,16,19,27,12,11,13,13,17
6863,2329,12855,43RD AVE & EARLL DR,Phoenix,,43,Weekend,4,4,3,3,2,6,7,8,3,5,4,3,5
6864,2330,12852,43RD AVE & ENCANTO BLVD,Phoenix,,43,Weekend,4,3,3,6,4,4,6,7,7,5,5,4,4
6865,2331,12847,43RD AVE & FILLMORE ST,Phoenix,,43,Weekend,1,1,1,1,1,2,3,3,1,2,2,3,2
6866,2333,12874,43RD AVE & FRIER DR,Phoenix,,43,Weekend,2,2,2,3,1,3,5,4,1,1,2,1,2
6867,2334,12871,43RD AVE & GLENDALE AVE,Phoenix,,43,Weekend,27,26,24,45,30,42,54,78,43,47,48,41,40
6868,2335,12860,43RD AVE & GLENROSA AVE,Phoenix,,43,Weekend,1,1,1,2,1,1,2,4,1,1,2,3,2
6869,2336,12895,43RD AVE & GREENWAY RD,Phoenix,,43,Weekend,1,1,1,1,1,3,2,2,7,2,1,1,1
6870,2337,12876,43RD AVE & HARMONT DR,Phoenix,,43,Weekend,0,0,0,0,0,0,0,1,0,0,1,1,0
6871,8148,12312,35TH AVE & LONE CACTUS DR,Phoenix,,35,Weekend,2,2,2,4,2,4,4,6,2,3,4,4,4
6872,2338,12880,43RD AVE & HATCHER RD,Phoenix,,43,Weekend,2,2,1,2,1,2,3,4,2,3,1,1,1
6873,2339,12892,43RD AVE & HEARN RD,Phoenix,,43,Weekend,0,0,0,1,1,1,1,1,1,1,1,1,0
6874,2340,18051,43RD AVE & HIGHLAND AVE,Phoenix,,43,Weekend,1,1,1,2,0,2,3,4,2,2,2,2,2
6875,2341,18207,43RD AVE & HUBBELL ST,Phoenix,,43,Weekend,5,5,5,15,8,8,12,18,9,10,11,10,9
6876,8130,12297,PINNACLE PEAK RD & HANCE BLVD,Phoenix,,35,Weekend,0,0,0,0,0,1,0,1,0,0,0,0,0
6877,8131,12299,29TH AVE -- PINNACLE PEAK RD & HAPPY VALLEY RD,Phoenix,,35,Weekend,0,0,0,0,0,1,1,0,0,0,0,0,0
6878,8132,12300,29TH AVE & HAPPY VALLEY RD,Phoenix,,35,Weekend,1,1,1,2,1,3,3,4,2,1,2,0,0
6879,8133,12289,35TH AVE & BEARDSLEY RD,Phoenix,,35,Weekend,2,2,2,2,0,3,3,4,1,1,3,2,2
6880,8134,12288,35TH AVE & BEHREND DR,Phoenix,,35,Weekend,1,1,1,1,1,3,3,2,0,0,0,1,1
6881,8135,12293,35TH AVE & DEER VALLEY RD,Phoenix,,35,Weekend,3,3,3,3,2,5,5,7,5,5,4,5,5
6882,8136,12290,35TH AVE & IRMA LN,Phoenix,,35,Weekend,2,2,2,1,1,4,3,2,0,0,0,0,0
6883,8137,12292,35TH AVE & LONE CACTUS DR,Phoenix,,35,Weekend,0,0,0,0,0,1,1,0,0,1,1,0,1
6884,8138,12291,35TH AVE & ROSE GARDEN LN,Phoenix,,35,Weekend,1,1,1,0,0,3,2,2,1,1,0,1,1
6885,8139,12294,35TH AVE & WILLIAMS DR,Phoenix,,35,Weekend,1,1,1,0,,3,2,0,0,0,1,0,0
6886,8140,12287,35TH AVE & YORKSHIRE DR,Phoenix,,35,Weekend,2,2,2,3,1,5,4,4,3,4,3,4,3
6887,8141,12295,35TH AVE & PARKSIDE LN,Phoenix,,35,Weekend,0,0,0,0,0,2,1,0,0,0,0,0,0
6888,8142,12298,29TH AVE & PINNACLE PEAK RD,Phoenix,,35,Weekend,1,1,1,1,0,2,1,1,0,0,0,0,0
6889,8143,12304,29TH AVE & HAPPY VALLEY RD,Phoenix,,35,Weekend,1,1,1,0,,1,1,0,0,,2,1,2
6890,8144,12305,29TH AVE -- HAPPY VALLEY RD & PINNACLE PEAK RD,Phoenix,,35,Weekend,1,0,0,1,1,2,2,4,1,1,1,1,0
6891,8145,12315,35TH AVE & BEARDSLEY RD,Phoenix,,35,Weekend,3,3,2,3,2,3,4,5,2,3,3,3,4
6892,8146,12316,35TH AVE & BEHREND DR,Phoenix,,35,Weekend,2,1,1,3,3,3,2,3,3,2,4,4,3
6893,8147,12311,35TH AVE & DEER VALLEY RD,Phoenix,,35,Weekend,15,15,14,14,10,21,21,28,15,18,25,17,18
6894,8149,12309,35TH AVE & PARKSIDE LN,Phoenix,,35,Weekend,0,0,0,0,0,0,0,1,0,2,1,1,1
6895,8150,12308,35TH AVE & PINNACLE PEAK RD,Phoenix,,35,Weekend,7,7,6,7,5,9,10,23,9,10,11,11,11
6896,8151,12313,35TH AVE & ROSE GARDEN LN,Phoenix,,35,Weekend,3,3,3,4,3,5,7,9,4,5,6,5,6
6897,8152,12310,35TH AVE & WILLIAMS DR,Phoenix,,35,Weekend,2,2,2,1,0,2,2,1,1,1,1,1,1
6898,8153,12314,35TH AVE & MOHAWK LN,Phoenix,,35,Weekend,6,6,5,5,2,10,8,10,5,6,9,7,8
6899,8154,12303,HAPPY VALLEY RD & 23RD AVE,Phoenix,,35,Weekend,25,24,23,36,22,44,46,56,28,54,55,38,41
6900,8155,12306,PINNACLE PEAK RD & 29TH AVE,Phoenix,,35,Weekend,0,0,0,0,0,1,0,1,0,0,1,0,0
6901,8156,12307,PINNACLE PEAK RD & HANCE BLVD,Phoenix,,35,Weekend,0,0,0,1,0,1,1,1,0,0,0,0,0
6902,8157,11744,27TH AVE & GROVERS AVE,Phoenix,,27,Weekend,1,1,1,0,0,1,1,2,1,0,1,1,1
6903,8158,11745,27TH AVE & VILLA MARIA DR,Phoenix,,27,Weekend,0,0,0,0,0,1,1,1,0,,0,1,0
6904,8200,15285,CAVE CREEK RD & UNION HILLS DR,Phoenix,,90,Weekend,4,4,3,6,4,6,10,10,10,6,14,7,5
6905,8201,15286,CAVE CREEK RD & SIESTA LN,Phoenix,,90,Weekend,0,0,0,0,0,0,0,0,0,0,0,0,0
6906,8202,15287,CAVE CREEK RD & UTOPIA RD,Phoenix,,90,Weekend,2,2,2,2,0,3,2,4,0,1,1,0,0
6907,8203,15288,CAVE CREEK RD & MARCO POLO RD,Phoenix,,90,Weekend,1,1,1,1,0,1,1,2,8,,,,0
6908,8204,15289,CAVE CREEK RD & BEARDSLEY RD,Phoenix,,90,Weekend,1,1,1,1,0,3,3,2,0,16,16,16,4
6909,8205,15290,CAVE CREEK RD & ROSE GARDEN LN,Phoenix,,90,Weekend,9,8,8,12,7,10,11,19,11,12,11,15,13
6910,8206,15292,CAVE CREEK RD & SR 101 FWY,Phoenix,,90,Weekend,1,1,0,0,0,1,1,1,0,0,0,1,0
6911,8207,15293,CAVE CREEK RD & BEARDSLEY RD,Phoenix,,90,Weekend,15,15,14,15,13,20,22,24,21,24,26,21,21
6912,8208,15294,CAVE CREEK RD & MARCO POLO RD,Phoenix,,90,Weekend,0,0,0,1,0,0,1,1,1,1,1,1,1
6913,8209,15295,CAVE CREEK RD & UTOPIA RD,Phoenix,,90,Weekend,4,4,4,6,3,11,10,10,6,7,5,5,4
6914,8210,18107,CAVE CREEK RD & MORROW DR,Phoenix,,90,Weekend,3,3,2,3,0,6,4,4,1,1,1,0,1
6915,8211,,NB N 32ND ST FS E WASHINGTON ST,Phoenix,,,Weekend,1,1,1,3,3,5,5,7,3,7,5,6,4
6916,8213,10813,32ND ST & CAMPBELL AVE,Phoenix,,32,Weekend,1,1,1,1,0,1,10,1,0,0,0,0,0
6917,8214,10814,32ND ST & HIGHLAND AVE,Phoenix,,32,Weekend,1,1,1,0,0,1,1,1,,,,,
6918,8217,,SB N 32ND ST FS E VAN BUREN ST,Phoenix,,,Weekend,3,2,2,7,4,14,13,15,13,19,16,15,17
6919,8220,16384,GREENWAY PKWY & 12TH ST,Phoenix,,154,Weekend,2,2,2,2,1,4,4,4,2,1,2,1,2
6920,8221,16385,GREENWAY PKWY & 14TH ST,Phoenix,,154,Weekend,1,0,0,1,1,2,1,2,1,1,1,1,1
6921,8222,16386,GREENWAY PKWY & 16TH ST,Phoenix,,154,Weekend,2,2,2,2,3,5,4,3,2,1,1,2,2
6922,8223,16387,GREENWAY PKWY & 18TH ST,Phoenix,,154,Weekend,2,2,2,2,1,2,2,1,0,1,0,0,0
6923,8224,16380,GREENWAY PKWY & 1ST DR,Phoenix,,154,Weekend,1,1,1,2,0,7,5,2,1,0,0,0,0
6924,8225,16388,GREENWAY PKWY & 20TH ST,Phoenix,,154,Weekend,2,1,1,2,1,2,2,4,1,1,1,2,1
6925,8226,16381,GREENWAY PKWY & 3RD ST,Phoenix,,154,Weekend,4,4,3,5,3,4,4,7,3,2,2,2,5
6926,8227,16408,GREENWAY PKWY & 64TH ST,Phoenix,,154,Weekend,2,2,1,3,2,3,4,4,4,4,3,2,2
6927,8228,16409,GREENWAY PKWY & 66TH ST,Phoenix,,154,Weekend,0,0,0,1,0,2,1,2,0,0,0,0,0
6928,8229,16382,GREENWAY PKWY & 7TH ST,Phoenix,,154,Weekend,20,20,18,26,19,30,37,56,26,24,24,21,22
6929,8230,16383,GREENWAY PKWY & 9TH ST,Phoenix,,154,Weekend,4,3,3,3,2,7,6,6,3,4,4,4,4
6930,8231,16389,GREENWAY PKWY & CAVE CREEK RD,Phoenix,,154,Weekend,19,19,17,27,22,34,44,63,34,34,34,37,44
6931,8232,16410,GREENWAY PKWY & KIERLAND BLVD,Phoenix,,154,Weekend,0,0,0,1,0,4,6,2,0,2,0,0,0
6932,8233,16390,GREENWAY PKWY & WALT ANN LN,Phoenix,,154,Weekend,17,17,15,37,26,45,52,80,45,55,61,60,68
6933,8234,16391,GREENWAY RD & 29TH ST,Phoenix,,154,Weekend,12,12,11,16,10,22,27,44,19,21,18,25,32
6934,8235,16392,GREENWAY RD & 32ND ST,Phoenix,,154,Weekend,15,14,13,26,14,21,26,39,19,19,25,22,21
6935,8236,16393,GREENWAY RD & 33RD PL,Phoenix,,154,Weekend,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,8237,16394,GREENWAY RD & 36TH ST,Phoenix,,154,Weekend,2,2,2,4,3,4,4,4,4,2,3,3,4
6937,8238,16395,GREENWAY RD & 38TH ST,Phoenix,,154,Weekend,2,2,1,2,1,2,2,3,1,1,2,2,1
6938,8239,16396,GREENWAY RD & 40TH ST,Phoenix,,154,Weekend,4,4,3,7,4,10,11,47,23,10,13,26,21
6939,8240,16397,GREENWAY RD & 42ND ST,Phoenix,,154,Weekend,0,0,0,0,0,2,1,1,0,0,0,0,0
6940,8241,16398,GREENWAY RD & 44TH ST,Phoenix,,154,Weekend,1,1,1,2,1,3,2,2,0,0,0,0,0
6941,8242,16399,GREENWAY RD & 46TH ST,Phoenix,,154,Weekend,0,0,0,1,0,1,1,1,,0,0,,0
6942,8243,16401,GREENWAY RD & 50TH PL,Phoenix,,154,Weekend,0,0,0,0,,0,0,0,0,0,0,0,0
6943,8244,16402,GREENWAY RD & 52ND ST,Phoenix,,154,Weekend,1,1,1,1,0,3,2,2,0,0,0,0,0
6944,8245,16403,GREENWAY RD & 54TH WY,Phoenix,,154,Weekend,0,0,0,0,0,0,0,0,0,0,0,,0
6945,8246,16404,GREENWAY RD & 56TH ST,Phoenix,,154,Weekend,0,0,0,2,1,2,2,2,1,1,1,1,1
6946,8247,16405,GREENWAY RD & 58TH PL,Phoenix,,154,Weekend,,,,,,0,0,,,,0,0,
6947,8248,16406,GREENWAY RD & 60TH ST,Phoenix,,154,Weekend,1,1,1,1,0,1,1,1,0,,0,0,0
6948,8249,16407,GREENWAY RD & 62ND ST,Phoenix,,154,Weekend,,,,0,,0,1,0,,0,0,0,0
6949,8250,16400,GREENWAY RD & TATUM BLVD,Phoenix,,154,Weekend,4,4,3,8,6,10,9,12,9,10,11,12,14
6950,8251,16377,GREENWAY PKWY & 11TH AVE,Phoenix,,154,Weekend,1,1,1,1,0,1,1,1,0,1,1,1,1
6951,8252,16375,GREENWAY PKWY & 14TH AVE,Phoenix,,154,Weekend,1,1,1,0,1,1,0,0,0,,0,0,
6952,8253,16374,GREENWAY PKWY & 17TH AVE,Phoenix,,154,Weekend,0,0,0,1,1,1,0,1,1,0,1,0,1
6953,8254,16373,GREENWAY PKWY & 19TH AVE,Phoenix,,154,Weekend,15,15,14,23,21,33,42,53,28,36,37,32,35
6954,8255,16379,GREENWAY PKWY & 3RD AVE,Phoenix,,154,Weekend,1,1,1,1,0,2,2,2,0,1,0,0,0
6955,8256,16378,GREENWAY PKWY & 7TH AVE,Phoenix,,154,Weekend,1,1,1,1,1,2,2,3,2,1,1,1,1
6956,8257,16376,GREENWAY PKWY & TIERRA BUENA LN,Phoenix,,154,Weekend,1,1,1,1,1,2,2,3,1,1,1,1,1
6957,8258,16371,GREENWAY RD & 23RD AVE,Phoenix,,154,Weekend,2,2,2,3,1,4,3,5,2,2,2,2,2
6958,8259,16370,GREENWAY RD & 25TH AVE,Phoenix,,154,Weekend,9,8,8,10,7,14,17,21,12,14,18,17,15
6959,8260,16369,GREENWAY RD & 29TH AVE,Phoenix,,154,Weekend,10,9,9,12,10,13,20,21,10,14,13,11,15
6960,8261,16368,GREENWAY RD & 31ST AVE,Phoenix,,154,Weekend,0,0,0,1,1,3,3,2,1,1,0,0,0
6961,8262,16367,GREENWAY RD & 32ND DR,Phoenix,,154,Weekend,1,1,1,1,1,3,4,5,2,2,7,2,2
6962,8263,16366,GREENWAY RD & 35TH AVE,Phoenix,,154,Weekend,22,21,20,27,23,37,39,51,32,36,35,32,36
6963,8264,16365,GREENWAY RD & 37TH DR,Phoenix,,154,Weekend,1,1,1,1,2,1,1,1,4,0,1,0,0
6964,8265,16364,GREENWAY RD & 39TH AVE,Phoenix,,154,Weekend,2,2,2,3,1,4,4,4,2,2,2,1,1
6965,8266,16363,GREENWAY RD & 41ST AVE,Phoenix,,154,Weekend,0,0,0,1,0,1,1,1,1,0,0,0,0
6966,8267,16362,GREENWAY RD & 43RD AVE,Phoenix,,154,Weekend,3,3,3,6,5,10,12,15,8,9,11,11,12
6967,8268,16372,GREENWAY RD -- 22ND AVE & 19TH AVE,Phoenix,,154,Weekend,1,1,1,1,1,2,1,1,1,0,1,1,0
6968,8272,16442,GREENWAY PKWY & 12TH ST,Phoenix,,154,Weekend,0,0,0,0,0,0,0,1,1,0,1,1,1
6969,8273,16441,GREENWAY PKWY & 14TH ST,Phoenix,,154,Weekend,1,1,1,1,1,4,4,3,2,1,1,0,1
6970,8274,16440,GREENWAY PKWY & 16TH ST,Phoenix,,154,Weekend,2,2,2,2,2,2,3,4,2,4,1,1,2
6971,8275,16439,GREENWAY RD & 18TH ST,Phoenix,,154,Weekend,1,1,1,1,0,1,1,4,2,1,1,0,1
6972,8276,16438,GREENWAY PKWY & 20TH ST,Phoenix,,154,Weekend,2,2,1,1,1,1,2,3,2,2,3,2,2
6973,8277,16445,GREENWAY PKWY & 3RD ST,Phoenix,,154,Weekend,6,6,5,7,4,12,12,12,8,7,4,5,8
6974,8278,16444,GREENWAY PKWY & 7TH ST,Phoenix,,154,Weekend,10,10,9,12,11,15,18,26,12,11,15,13,17
6975,8279,16437,GREENWAY PKWY & CAVE CREEK RD,Phoenix,,154,Weekend,10,9,9,13,10,16,19,24,13,13,20,16,19
6976,8280,16417,GREENWAY PKWY & CLUBGATE DR,Phoenix,,154,Weekend,1,1,1,3,2,5,6,8,5,5,7,7,6
6977,8281,16416,GREENWAY PKWY & KIERLAND BLVD,Phoenix,,154,Weekend,13,13,12,20,15,21,29,34,18,17,14,16,17
6978,8282,16415,GREENWAY PKWY & SCOTTSDALE RD,Phoenix,,154,Weekend,21,20,19,34,30,59,73,128,70,60,69,83,103
6979,8283,16436,GREENWAY PKWY & WALT ANN LN,Phoenix,,154,Weekend,7,6,6,7,6,9,9,13,6,7,6,6,8
6980,8284,16435,GREENWAY RD & 29TH ST,Phoenix,,154,Weekend,5,5,5,8,6,10,11,13,6,9,9,8,10
6981,8285,16434,GREENWAY RD & 32ND ST,Phoenix,,154,Weekend,16,15,14,29,20,33,37,53,31,35,38,34,38
6982,8286,16433,GREENWAY RD & 34TH ST,Phoenix,,154,Weekend,2,1,1,4,2,3,5,6,3,3,4,3,3
6983,8287,16432,GREENWAY RD & 36TH ST,Phoenix,,154,Weekend,1,1,1,1,2,2,3,4,1,1,4,1,2
6984,8288,16431,GREENWAY RD & 38TH ST,Phoenix,,154,Weekend,1,1,1,2,1,3,2,2,1,2,1,2,2
6985,8289,16430,GREENWAY RD & 40TH ST,Phoenix,,154,Weekend,5,5,5,8,7,10,12,19,10,11,12,13,13
6986,8290,16429,GREENWAY RD & 42ND ST,Phoenix,,154,Weekend,1,1,1,1,,1,1,1,1,1,1,1,1
6987,8291,16428,GREENWAY RD & 44TH ST,Phoenix,,154,Weekend,0,0,0,0,0,1,1,1,1,0,1,1,1
6988,8292,16427,GREENWAY RD & 46TH ST,Phoenix,,154,Weekend,0,0,0,1,0,1,1,2,0,0,0,0,1
6989,8293,16425,GREENWAY RD & 50TH PL,Phoenix,,154,Weekend,1,1,1,1,0,2,2,2,0,0,0,0,0
6990,8294,16424,GREENWAY RD & 52ND ST,Phoenix,,154,Weekend,1,1,1,2,1,3,2,2,0,0,0,1,1
6991,8295,16423,GREENWAY RD & 54TH WY,Phoenix,,154,Weekend,1,1,1,1,0,4,3,1,1,1,0,0,1
6992,8296,16422,GREENWAY RD & 56TH ST,Phoenix,,154,Weekend,1,1,1,1,1,1,1,2,2,1,2,2,2
6993,8297,16421,GREENWAY RD & 58TH PL,Phoenix,,154,Weekend,0,0,0,1,0,0,0,1,0,0,0,0,0
6994,8298,16420,GREENWAY RD & 60TH ST,Phoenix,,154,Weekend,1,1,1,1,1,2,1,1,2,1,1,1,1
6995,8299,16419,GREENWAY RD & 62ND ST,Phoenix,,154,Weekend,1,1,1,1,1,3,2,2,0,1,0,0,1
6996,8300,16418,GREENWAY RD & 64TH ST,Phoenix,,154,Weekend,7,7,6,12,10,19,19,23,15,14,13,15,20
6997,8301,16426,GREENWAY RD & TATUM BLVD,Phoenix,,154,Weekend,14,14,13,20,14,25,33,55,28,28,29,29,31
6998,8302,16449,GREENWAY PKWY & 11TH AVE,Phoenix,,154,Weekend,1,1,1,1,0,1,1,0,2,1,1,0,1
6999,8303,16451,GREENWAY PKWY & 14TH AVE,Phoenix,,154,Weekend,0,0,0,0,,2,2,2,0,0,0,0,
7000,8304,16452,GREENWAY PKWY & 17TH AVE,Phoenix,,154,Weekend,1,1,1,0,0,0,1,0,0,0,0,0,0
7001,8305,16446,GREENWAY PKWY & 1ST DR,Phoenix,,154,Weekend,0,0,0,0,0,1,1,1,0,0,0,0,1
7002,8306,16447,GREENWAY PKWY & 3RD AVE,Phoenix,,154,Weekend,0,0,0,1,0,0,0,1,1,1,1,0,0
7003,8307,16448,GREENWAY PKWY & 7TH AVE,Phoenix,,154,Weekend,2,2,1,1,1,1,1,1,1,1,1,1,1
7004,8308,16450,GREENWAY PKWY & TIERRA BUENA LN,Phoenix,,154,Weekend,0,0,0,,,,0,0,0,1,0,0,0
7005,8309,16453,GREENWAY RD & 19TH AVE,Phoenix,,154,Weekend,10,10,9,15,10,16,21,30,18,21,18,15,21
7006,8310,17495,WB W GREENWAY RD FS N 23RD AV N 23RD DR,Phoenix,,154,Weekend,1,1,1,1,0,1,1,1,1,1,2,2,1
7007,8311,17496,WB W GREENWAY RD FS N 25TH AV N BLACK CANYON FWY,Phoenix,,154,Weekend,4,4,4,4,4,7,9,14,6,7,5,4,7
7008,8312,16455,GREENWAY RD & 29TH AVE,Phoenix,,154,Weekend,4,3,3,5,5,9,8,10,5,7,7,7,6
7009,8313,16456,GREENWAY RD & 31ST AVE,Phoenix,,154,Weekend,1,1,1,0,0,1,1,1,0,0,0,0,0
