,StopID,Juris,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2,ComputedStreetAddress,ComputedCity,ComputedState,Zipcode
6355,1135,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5340 W BUCKEYE RD,Phoenix,AZ,85043.0
6356,1136,Phoenix,Weekend,0.0,0.0,0.0,1.0,2.0,4.0,5.0,9.0,5.0,8.0,8.0,5.0,12.0,5526 W BUCKEYE RD,Phoenix,AZ,85043.0
6357,1137,Phoenix,Weekend,3.0,3.0,3.0,8.0,6.0,9.0,34.0,19.0,11.0,8.0,2.0,4.0,7.0,5810 W BUCKEYE RD,Phoenix,AZ,85043.0
6358,1138,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,6103 W BUCKEYE RD,Phoenix,AZ,85043.0
6359,1139,Phoenix,Weekend,13.0,12.0,12.0,19.0,14.0,24.0,35.0,47.0,25.0,24.0,21.0,18.0,22.0,6625 W BUCKEYE RD,Phoenix,AZ,85043.0
6360,1140,Phoenix,Weekend,5.0,5.0,5.0,10.0,9.0,11.0,14.0,19.0,9.0,12.0,17.0,14.0,16.0,1023 S 7TH AVE,Phoenix,AZ,85007.0
6361,1141,Phoenix,Weekend,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,2201 W BUCKEYE RD,Avondale,AZ,85009.0
6362,1142,Phoenix,Weekend,5.0,5.0,5.0,11.0,8.0,11.0,12.0,20.0,12.0,15.0,14.0,13.0,15.0,1111 S CENTRAL AVE,Phoenix,AZ,85004.0
6363,1143,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2045 W BUCKEYE RD,Avondale,AZ,85009.0
6364,1144,Phoenix,Weekend,1.0,1.0,1.0,2.0,2.0,3.0,4.0,8.0,4.0,4.0,3.0,4.0,3.0,1009 W BUCKEYE RD,Phoenix,AZ,85007.0
6365,1145,Phoenix,Weekend,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3625 W CACTUS RD,Glendale,AZ,85029.0
6366,1146,Phoenix,Weekend,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4418 W DESERT HILLS DR,Avenue B and C,AZ,85304.0
6367,4805,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15831 N 47TH PL,Phoenix,AZ,85032.0
6368,4806,Phoenix,Weekend,11.0,10.0,10.0,12.0,7.0,15.0,19.0,21.0,11.0,15.0,12.0,14.0,16.0,19801 N TATUM BLVD,Phoenix,AZ,85050.0
6369,4808,Phoenix,Weekend,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,14400 N TATUM BLVD,Phoenix,AZ,85032.0
6370,4809,Phoenix,Weekend,36.0,35.0,32.0,54.0,37.0,71.0,76.0,94.0,52.0,62.0,57.0,67.0,65.0,4747 E BELL RD,Phoenix,AZ,85032.0
6371,4810,Phoenix,Weekend,13.0,12.0,12.0,21.0,15.0,26.0,34.0,43.0,26.0,31.0,26.0,25.0,24.0,12240 N TATUM BLVD,Phoenix,AZ,85032.0
6372,4811,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4737 E CHOLLA ST,New River,AZ,85028.0
6373,4813,Phoenix,Weekend,3.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,10910 N TATUM BLVD,New River,AZ,85028.0
6374,4814,Phoenix,Weekend,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4728 E BERNEIL DR,New River,AZ,85028.0
6375,4815,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4602 E ONYX AVE,New River,AZ,85028.0
6376,4816,Phoenix,Weekend,17.0,16.0,15.0,21.0,15.0,26.0,34.0,49.0,26.0,29.0,25.0,26.0,28.0,15262 N TATUM BLVD,Phoenix,AZ,85032.0
6377,4817,Phoenix,Weekend,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4770 E SAINT JOHN RD,Phoenix,AZ,85032.0
6378,4818,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4754 E REDFIELD RD,Phoenix,AZ,85032.0
6379,4819,Phoenix,Weekend,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,2.0,2.0,3.0,4.0,4.0,16411 N 47TH PL,Phoenix,AZ,85032.0
6380,4821,Phoenix,Weekend,6.0,5.0,5.0,2.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,,0.0,,,,
6381,4822,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,4801 E MOUNTAIN VIEW RD,Guadalupe,AZ,85253.0
6382,4823,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,4741 E PARADISE LN,Phoenix,AZ,85032.0
6383,4824,Phoenix,Weekend,7.0,7.0,7.0,13.0,10.0,15.0,17.0,26.0,17.0,24.0,17.0,18.0,16.0,4465 E PARADISE VILLAGE PKWY S,Phoenix,AZ,85032.0
6384,4826,Phoenix,Weekend,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4707 E ROBERT E LEE ST,Phoenix,AZ,85032.0
6385,4893,Phoenix,Weekend,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,2330 E JONES AVE,Phoenix,AZ,85040.0
6386,4827,Phoenix,Weekend,14.0,13.0,13.0,16.0,12.0,21.0,26.0,40.0,29.0,22.0,26.0,22.0,20.0,4707 E SHEA BLVD,New River,AZ,85028.0
6387,4828,Phoenix,Weekend,5.0,4.0,4.0,5.0,4.0,8.0,8.0,12.0,7.0,11.0,7.0,6.0,9.0,13648 N TATUM BLVD,Phoenix,AZ,85032.0
6388,4830,Phoenix,Weekend,9.0,8.0,8.0,14.0,10.0,19.0,27.0,34.0,15.0,13.0,14.0,15.0,13.0,18442 N TATUM BLVD,Phoenix,AZ,85032.0
6389,4841,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9206 S 10TH AVE,Phoenix,AZ,85041.0
6390,4842,Phoenix,Weekend,3.0,3.0,3.0,5.0,4.0,8.0,10.0,12.0,7.0,11.0,9.0,5.0,6.0,1002 W MCNEIL ST,Phoenix,AZ,85041.0
6391,4845,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,4.0,6.0,5.0,0.0,0.0,1208 S 15TH AVE,Phoenix,AZ,85007.0
6392,4846,Phoenix,Weekend,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1503 W SHERMAN ST,Phoenix,AZ,85007.0
6393,4847,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,6420 S 16TH ST,Phoenix,AZ,85042.0
6394,4848,Phoenix,Weekend,4.0,4.0,4.0,5.0,4.0,6.0,8.0,9.0,6.0,6.0,9.0,5.0,5.0,1609 E BASELINE RD,Phoenix,AZ,85042.0
6395,4849,Phoenix,Weekend,14.0,14.0,13.0,20.0,12.0,24.0,26.0,34.0,20.0,22.0,22.0,22.0,20.0,1547 E BROADWAY RD,Phoenix,AZ,85040.0
6396,4850,Phoenix,Weekend,13.0,12.0,11.0,12.0,8.0,14.0,20.0,26.0,16.0,23.0,18.0,19.0,19.0,1112 S 16TH ST,Phoenix,AZ,85034.0
6397,4851,Phoenix,Weekend,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1537 E CARTER RD,Phoenix,AZ,85042.0
6398,4852,Phoenix,Weekend,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3602 S 16TH ST,Phoenix,AZ,85040.0
6399,4853,Phoenix,Weekend,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1722 E BUCKEYE RD,Phoenix,AZ,85034.0
6400,4854,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1020 S 16TH ST,Phoenix,AZ,85034.0
6401,4855,Phoenix,Weekend,3.0,2.0,2.0,3.0,1.0,3.0,4.0,6.0,2.0,2.0,3.0,2.0,2.0,1714 S 16TH ST,Phoenix,AZ,85034.0
6402,4856,Phoenix,Weekend,5.0,5.0,5.0,6.0,5.0,10.0,11.0,11.0,6.0,10.0,10.0,8.0,11.0,5221 S 15TH WAY,Phoenix,AZ,85040.0
6403,4857,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8409 S 15TH WAY,Phoenix,AZ,85042.0
6404,4858,Phoenix,Weekend,9.0,9.0,8.0,12.0,9.0,18.0,18.0,22.0,13.0,16.0,17.0,16.0,18.0,1533 E SOUTHERN AVE,Phoenix,AZ,85040.0
6405,4859,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5640 S 16TH ST,Phoenix,AZ,85040.0
6406,4860,Phoenix,Weekend,3.0,3.0,3.0,2.0,2.0,6.0,6.0,6.0,3.0,2.0,12.0,12.0,3.0,2630 S 16TH ST,Phoenix,AZ,85034.0
6407,4861,Phoenix,Weekend,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,6801 S 15TH PL,Phoenix,AZ,85042.0
6408,4862,Phoenix,Weekend,16.0,16.0,15.0,19.0,16.0,24.0,26.0,38.0,25.0,25.0,28.0,14.0,25.0,1545 E WASHINGTON ST,Phoenix,AZ,85034.0
6409,4863,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2206 S 16TH ST,Phoenix,AZ,85034.0
6410,4864,Phoenix,Weekend,2.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4655 S 16TH ST,Phoenix,AZ,85040.0
6411,4866,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1549 E DESERT DR,Phoenix,AZ,85042.0
6412,4867,Phoenix,Weekend,5.0,5.0,4.0,5.0,5.0,8.0,9.0,11.0,3.0,2.0,1.0,2.0,2.0,3814 S 16TH ST,Phoenix,AZ,85040.0
6413,4870,Phoenix,Weekend,5.0,5.0,4.0,5.0,4.0,7.0,7.0,9.0,9.0,9.0,46.0,10.0,10.0,1702 S 19TH AVE,Avondale,AZ,85009.0
6414,4871,Phoenix,Weekend,1.0,1.0,1.0,3.0,1.0,6.0,6.0,8.0,3.0,4.0,4.0,4.0,3.0,5210 S 19TH AVE,Phoenix,AZ,85041.0
6415,4874,Phoenix,Weekend,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2221 W DURANGO ST,Avondale,AZ,85009.0
6416,4875,Phoenix,Weekend,,,,,0.0,,0.0,,0.0,0.0,,,0.0,2450 S 22ND AVE,Avondale,AZ,85009.0
6417,4876,Phoenix,Weekend,15.0,14.0,13.0,5.0,1.0,,,0.0,,,,,,2445 E BASELINE RD,Phoenix,AZ,85042.0
6418,4877,Phoenix,Weekend,13.0,13.0,12.0,24.0,15.0,24.0,29.0,37.0,21.0,23.0,22.0,21.0,25.0,4624 S 24TH LN,Phoenix,AZ,85041.0
6419,4878,Phoenix,Weekend,6.0,6.0,5.0,13.0,10.0,14.0,20.0,27.0,18.0,19.0,16.0,18.0,13.0,2111 E BUCKEYE RD,Phoenix,AZ,85034.0
6420,4879,Phoenix,Weekend,1.0,1.0,1.0,2.0,2.0,4.0,6.0,6.0,3.0,2.0,2.0,1.0,1.0,2345 E BURGESS LN,Phoenix,AZ,85042.0
6421,4880,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,300 S 24TH ST,Phoenix,AZ,85034.0
6422,4881,Phoenix,Weekend,35.0,34.0,31.0,33.0,27.0,47.0,55.0,68.0,39.0,42.0,42.0,45.0,47.0,102 S 24TH ST,Phoenix,AZ,85034.0
6423,4882,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,2810 S 24TH ST,Phoenix,AZ,85034.0
6424,4883,Phoenix,Weekend,7.0,7.0,7.0,11.0,7.0,10.0,14.0,17.0,10.0,11.0,10.0,10.0,10.0,5210 S 23RD WAY,Phoenix,AZ,85040.0
6425,4884,Phoenix,Weekend,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1955 E SKY HARBOR CIR N,Phoenix,AZ,85034.0
6426,4885,Phoenix,Weekend,8.0,8.0,7.0,14.0,8.0,14.0,16.0,17.0,12.0,12.0,19.0,10.0,12.0,2337 E SOUTHERN AVE,Phoenix,AZ,85040.0
6427,4886,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6606 S 24TH ST,Phoenix,AZ,85042.0
6428,4887,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2602 S 24TH ST,Phoenix,AZ,85034.0
6429,4888,Phoenix,Weekend,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6802 S 24TH ST,Phoenix,AZ,85042.0
6430,4889,Phoenix,Weekend,16.0,16.0,15.0,35.0,24.0,43.0,53.0,78.0,47.0,54.0,62.0,44.0,46.0,2345 E WASHINGTON ST,Phoenix,AZ,85034.0
6431,4890,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,2111 E BUCKEYE RD,Phoenix,AZ,85034.0
6432,4892,Phoenix,Weekend,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,2353 E FRAKTUR RD,Phoenix,AZ,85040.0
6433,4894,Phoenix,Weekend,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2401 S 24TH ST,Phoenix,AZ,85034.0
6434,4895,Phoenix,Weekend,5.0,4.0,4.0,4.0,3.0,5.0,7.0,7.0,4.0,5.0,4.0,4.0,3.0,2339 E WIER AVE,Phoenix,AZ,85040.0
6435,4896,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2705 W ADAMS ST,Avondale,AZ,85009.0
6436,4898,Phoenix,Weekend,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,6.0,6.0,7.0,3151 E BROADWAY RD,Phoenix,AZ,85040.0
6437,4899,Phoenix,Weekend,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3255 E ELWOOD ST,Phoenix,AZ,85034.0
6438,4900,Phoenix,Weekend,2.0,2.0,2.0,2.0,2.0,4.0,6.0,7.0,5.0,4.0,4.0,3.0,2.0,3125 E WOOD ST,Phoenix,AZ,85040.0
6439,4901,Phoenix,Weekend,,,,,,,,,,,,,,16602 S 32ND PL,Phoenix,AZ,85048.0
6440,4902,Phoenix,Weekend,6.0,6.0,6.0,9.0,4.0,10.0,10.0,9.0,2.0,2.0,13.0,2.0,3.0,1801 S 35TH AVE,Avondale,AZ,85009.0
6441,4903,Phoenix,Weekend,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2050 S 35TH AVE,Avondale,AZ,85009.0
6442,4904,Phoenix,Weekend,2.0,2.0,2.0,2.0,1.0,6.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,2210 S 35TH AVE,Avondale,AZ,85009.0
6443,4905,Phoenix,Weekend,4.0,4.0,4.0,4.0,3.0,7.0,6.0,7.0,3.0,4.0,5.0,5.0,4.0,3449 W BROADWAY RD,Phoenix,AZ,85041.0
6444,4906,Phoenix,Weekend,19.0,18.0,17.0,29.0,16.0,34.0,41.0,49.0,24.0,22.0,29.0,19.0,21.0,1820 S 35TH AVE,Avondale,AZ,85009.0
6445,4907,Phoenix,Weekend,3.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3602 W ELWOOD ST,Avondale,AZ,85009.0
6446,4908,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3502 W LA SALLE ST,Phoenix,AZ,85041.0
6447,4909,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,3501 W LINCOLN ST,Avondale,AZ,85009.0
6448,4910,Phoenix,Weekend,9.0,8.0,8.0,12.0,8.0,20.0,25.0,25.0,12.0,12.0,10.0,10.0,10.0,3501 W LOWER BUCKEYE RD,Avondale,AZ,85009.0
6449,4911,Phoenix,Weekend,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7210 S 35TH AVE,Gila Crossing,AZ,85339.0
6450,4912,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3514 W GROVE ST,Phoenix,AZ,85041.0
6451,4913,Phoenix,Weekend,13.0,13.0,12.0,18.0,10.0,25.0,26.0,31.0,14.0,20.0,18.0,21.0,19.0,6020 S 35TH AVE,Phoenix,AZ,85041.0
6452,4914,Phoenix,Weekend,3.0,3.0,3.0,5.0,3.0,10.0,10.0,10.0,4.0,6.0,4.0,5.0,5.0,3445 W WASHINGTON ST,Avondale,AZ,85009.0
6453,4915,Phoenix,Weekend,3.0,3.0,2.0,6.0,4.0,8.0,8.0,7.0,4.0,4.0,4.0,4.0,4.0,4802 S 35TH AVE,Phoenix,AZ,85041.0
6454,4916,Phoenix,Weekend,3.0,3.0,3.0,4.0,2.0,3.0,4.0,7.0,4.0,3.0,4.0,3.0,4.0,3504 W TONTO ST,Avondale,AZ,85009.0
6455,4917,Phoenix,Weekend,0.0,0.0,0.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3525 W SOUTHERN AVE,Phoenix,AZ,85041.0
6456,4918,Phoenix,Weekend,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,
6457,4919,Phoenix,Weekend,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,4302 W BUCKEYE RD,Phoenix,AZ,85043.0
6458,4920,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4301 W JEFFERSON ST,Phoenix,AZ,85043.0
6459,4921,Phoenix,Weekend,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,7202 S 48TH ST,Phoenix,AZ,85042.0
6460,4922,Phoenix,Weekend,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,4756 E SAINT CATHERINE AVE,Phoenix,AZ,85042.0
6461,4923,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,5442 S 48TH ST,Phoenix,AZ,85040.0
6462,4924,Phoenix,Weekend,22.0,21.0,20.0,27.0,24.0,27.0,30.0,47.0,22.0,26.0,18.0,18.0,22.0,4737 E BROADWAY RD,Phoenix,AZ,85040.0
6463,4925,Phoenix,Weekend,4.0,3.0,3.0,3.0,1.0,4.0,5.0,11.0,1.0,2.0,2.0,1.0,4.0,4657 E CHANDLER BLVD,Phoenix,AZ,85048.0
6464,4926,Phoenix,Weekend,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11002 S 48TH ST,Chandler,AZ,85044.0
6465,4927,Phoenix,Weekend,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4950 S 48TH ST,Phoenix,AZ,85040.0
6466,4928,Phoenix,Weekend,5.0,5.0,5.0,6.0,5.0,4.0,5.0,8.0,4.0,5.0,6.0,3.0,5.0,4745 E ELLIOT RD,Chandler,AZ,85044.0
6467,4929,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4797 E HOPI ST,Chandler,AZ,85044.0
6468,4930,Phoenix,Weekend,1.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0,3.0,3.0,4.0,2.0,2.0,13407 S 47TH WAY,Chandler,AZ,85044.0
6469,4931,Phoenix,Weekend,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,4767 E LAVENDER LN,Chandler,AZ,85044.0
6470,4932,Phoenix,Weekend,4.0,4.0,3.0,5.0,5.0,5.0,7.0,9.0,5.0,6.0,3.0,5.0,6.0,5218 S 48TH ST,Phoenix,AZ,85040.0
6471,4933,Phoenix,Weekend,0.0,0.0,0.0,0.0,4.0,22.0,22.0,31.0,14.0,18.0,13.0,12.0,15.0,4752 E NANCY LN,Phoenix,AZ,85042.0
6472,4934,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4733 E VINEYARD RD,Phoenix,AZ,85042.0
6473,4935,Phoenix,Weekend,3.0,2.0,2.0,3.0,1.0,2.0,3.0,6.0,4.0,5.0,4.0,4.0,4.0,4727 E WARNER RD,Chandler,AZ,85044.0
6474,4947,Phoenix,Weekend,,,,,,,0.0,0.0,0.0,0.0,1.0,2.0,8.0,802 S 59TH AVE,Phoenix,AZ,85043.0
6475,4948,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5939 W WASHINGTON ST,Phoenix,AZ,85043.0
6476,4950,Phoenix,Weekend,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6477,4953,Phoenix,Weekend,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,5.0,4.0,5.0,5.0,5.0,2140 S 7TH AVE,Phoenix,AZ,85007.0
6478,4954,Phoenix,Weekend,5.0,5.0,5.0,9.0,7.0,12.0,15.0,20.0,12.0,12.0,9.0,10.0,10.0,615 W BROADWAY RD,Phoenix,AZ,85041.0
6479,4955,Phoenix,Weekend,8.0,8.0,7.0,11.0,9.0,16.0,17.0,25.0,15.0,15.0,15.0,18.0,17.0,1023 S 7TH AVE,Phoenix,AZ,85007.0
6480,4956,Phoenix,Weekend,4.0,4.0,4.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,1814 S 7TH AVE,Phoenix,AZ,85007.0
6481,4957,Phoenix,Weekend,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3600 S 7TH AVE,Phoenix,AZ,85041.0
6482,4958,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,701 W JONES AVE,Phoenix,AZ,85041.0
6483,4959,Phoenix,Weekend,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5232 S 7TH AVE,Phoenix,AZ,85041.0
6484,4960,Phoenix,Weekend,5.0,5.0,4.0,6.0,3.0,10.0,12.0,12.0,7.0,8.0,6.0,7.0,5.0,709 W SOUTHERN AVE,Phoenix,AZ,85041.0
6485,4961,Phoenix,Weekend,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,701 W SUNLAND AVE,Phoenix,AZ,85041.0
6486,4962,Phoenix,Weekend,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,6817 S 7TH LN,Phoenix,AZ,85041.0
6487,4963,Phoenix,Weekend,3.0,3.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2402 S 7TH AVE,Phoenix,AZ,85007.0
6488,4964,Phoenix,Weekend,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,11.0,2.0,2535 S 7TH AVE,Phoenix,AZ,85007.0
6489,4965,Phoenix,Weekend,4.0,3.0,3.0,3.0,2.0,5.0,5.0,6.0,3.0,3.0,2.0,2.0,3.0,1250 S 7TH AVE,Phoenix,AZ,85007.0
6490,4966,Phoenix,Weekend,6.0,5.0,5.0,2.0,0.0,3.0,5.0,3.0,6.0,9.0,9.0,8.0,9.0,809 S 7TH AVE,Phoenix,AZ,85007.0
6491,4968,Phoenix,Weekend,8.0,8.0,7.0,9.0,8.0,12.0,10.0,14.0,8.0,5.0,5.0,12.0,12.0,701 E WASHINGTON ST,Phoenix,AZ,85034.0
6492,4969,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,711 W TAMARISK ST,Phoenix,AZ,85041.0
6493,4971,Phoenix,Weekend,20.0,20.0,18.0,22.0,18.0,29.0,27.0,36.0,10.0,8.0,11.0,8.0,6.0,1524 S 7TH ST,Phoenix,AZ,85034.0
6494,4972,Phoenix,Weekend,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,7133 S 7TH LN,Phoenix,AZ,85041.0
6495,4975,Phoenix,Weekend,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,0.0,8218 S 7TH ST,Phoenix,AZ,85042.0
6496,4976,Phoenix,Weekend,5.0,5.0,5.0,9.0,7.0,12.0,12.0,18.0,8.0,8.0,7.0,8.0,11.0,3852 S 7TH ST,Phoenix,AZ,85040.0
6497,4977,Phoenix,Weekend,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,716 S 7TH ST,Phoenix,AZ,85034.0
6498,4978,Phoenix,Weekend,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,555 E ALTA VISTA RD,Phoenix,AZ,85042.0
6499,4980,Phoenix,Weekend,11.0,11.0,10.0,16.0,10.0,15.0,20.0,26.0,14.0,17.0,16.0,14.0,19.0,4410 S 7TH ST,Phoenix,AZ,85040.0
6500,4981,Phoenix,Weekend,9.0,8.0,8.0,17.0,12.0,23.0,22.0,31.0,18.0,17.0,18.0,14.0,17.0,699 E BUCKEYE RD,Phoenix,AZ,85004.0
