,Q1,Q2,Q3,Q4,2018
5506,58.0,30.0,39.0,37.0,
5507,,,,,
5508,3.0,2.0,8.0,1.0,
5509,,,,,
5510,10.0,5.0,35.0,2.0,
5511,20.0,13.0,89.0,11.0,
5512,82.0,41.0,266.0,32.0,
5513,1.0,1.0,7.0,0.0,
5514,5.0,3.0,22.0,2.0,
5515,,,,,
5516,5.0,3.0,18.0,2.0,
5517,1.0,0.0,10.0,0.0,
5518,16.0,11.0,85.0,10.0,
5519,,,,,
5520,2.0,1.0,10.0,0.0,
5527,1.0,,,0.0,
5528,1.0,0.0,,0.0,
5529,91.0,52.0,87.0,60.0,
5530,161.0,77.0,109.0,99.0,
5531,13.0,9.0,11.0,10.0,
5532,41.0,22.0,26.0,38.0,
5533,4.0,1.0,2.0,2.0,
5534,15.0,3.0,2.0,3.0,
5535,55.0,31.0,33.0,38.0,
5536,103.0,51.0,52.0,69.0,
5537,1.0,1.0,1.0,0.0,
5538,4.0,3.0,4.0,18.0,
5539,1.0,0.0,1.0,1.0,
5540,4.0,1.0,1.0,4.0,
5541,20.0,13.0,13.0,20.0,
5542,37.0,18.0,19.0,30.0,
5543,8.0,4.0,7.0,5.0,
5544,19.0,8.0,8.0,7.0,
5545,15.0,12.0,16.0,11.0,
5546,42.0,19.0,27.0,26.0,
5547,5.0,2.0,2.0,2.0,
5548,15.0,6.0,5.0,6.0,
5549,65.0,36.0,39.0,37.0,
5550,146.0,60.0,68.0,75.0,
5551,80.0,58.0,57.0,64.0,
5552,163.0,93.0,97.0,123.0,
5553,48.0,32.0,37.0,37.0,
5554,99.0,50.0,53.0,59.0,
5557,4.0,4.0,3.0,3.0,
5558,13.0,6.0,6.0,7.0,
5561,24.0,12.0,14.0,13.0,
5562,58.0,28.0,25.0,29.0,
5563,6.0,8.0,5.0,8.0,
5564,13.0,10.0,20.0,35.0,
5565,1.0,0.0,0.0,0.0,
5566,3.0,1.0,1.0,2.0,
5567,,,1.0,1.0,
5568,,0.0,1.0,2.0,
5569,4.0,1.0,1.0,4.0,
5570,10.0,4.0,3.0,3.0,
5587,4.0,0.0,2.0,1.0,
5588,9.0,1.0,1.0,2.0,
5589,1.0,0.0,0.0,4.0,
5590,2.0,1.0,4.0,21.0,
5591,13.0,2.0,0.0,0.0,
5592,32.0,16.0,0.0,1.0,
5593,13.0,8.0,8.0,5.0,
5594,35.0,16.0,16.0,21.0,
5595,4.0,1.0,1.0,10.0,
5596,7.0,2.0,4.0,7.0,
5597,,0.0,0.0,0.0,
5598,0.0,0.0,0.0,0.0,
5601,2.0,0.0,0.0,0.0,
5602,4.0,1.0,1.0,2.0,
5603,1.0,1.0,2.0,2.0,
5604,6.0,2.0,2.0,5.0,
5605,38.0,27.0,32.0,34.0,
5606,91.0,67.0,63.0,69.0,
5607,15.0,10.0,11.0,11.0,
5608,24.0,14.0,13.0,18.0,
5609,3.0,5.0,3.0,18.0,
5610,8.0,12.0,7.0,21.0,
5611,5.0,0.0,0.0,0.0,
5612,8.0,1.0,1.0,0.0,
5613,5.0,5.0,5.0,0.0,
5614,12.0,11.0,13.0,5.0,
5615,6.0,1.0,1.0,2.0,
5616,16.0,5.0,3.0,4.0,
5617,1.0,2.0,1.0,1.0,
5618,8.0,8.0,7.0,5.0,
5619,3.0,0.0,1.0,0.0,
5620,7.0,1.0,4.0,1.0,
5653,11.0,7.0,8.0,8.0,
5654,29.0,12.0,13.0,13.0,
5655,44.0,26.0,30.0,26.0,
5656,94.0,47.0,46.0,53.0,
5665,217.0,120.0,139.0,126.0,
5666,429.0,211.0,230.0,253.0,
5667,18.0,10.0,13.0,13.0,
5668,41.0,19.0,20.0,31.0,
5669,38.0,14.0,15.0,18.0,
5670,94.0,30.0,38.0,57.0,
5671,144.0,84.0,90.0,92.0,
5672,313.0,153.0,153.0,180.0,
5673,54.0,28.0,39.0,35.0,
5674,206.0,93.0,100.0,136.0,
5675,48.0,21.0,27.0,32.0,
5676,159.0,58.0,53.0,87.0,
5677,18.0,11.0,9.0,8.0,
5678,44.0,16.0,18.0,19.0,
5683,16.0,7.0,13.0,4.0,
5684,44.0,23.0,24.0,23.0,
5685,61.0,36.0,39.0,40.0,
5686,125.0,60.0,68.0,81.0,
5689,75.0,42.0,59.0,51.0,
5690,194.0,91.0,110.0,131.0,
5691,82.0,38.0,56.0,52.0,
5692,134.0,62.0,74.0,88.0,
5693,9.0,4.0,4.0,6.0,
5694,25.0,12.0,12.0,18.0,
5703,5.0,3.0,3.0,2.0,
5704,12.0,6.0,6.0,7.0,
5705,2.0,1.0,1.0,1.0,
5706,8.0,3.0,4.0,6.0,
5707,0.0,0.0,0.0,0.0,
5708,4.0,2.0,1.0,2.0,
5709,2.0,1.0,1.0,1.0,
5710,8.0,2.0,2.0,4.0,
5711,1.0,1.0,0.0,0.0,
5712,1.0,1.0,1.0,1.0,
5713,1.0,1.0,1.0,1.0,
5714,3.0,1.0,1.0,2.0,
5715,4.0,1.0,1.0,0.0,
5716,11.0,1.0,2.0,2.0,
5717,1.0,1.0,1.0,1.0,
5718,7.0,4.0,3.0,5.0,
5719,0.0,0.0,1.0,1.0,
5720,1.0,0.0,0.0,2.0,
5721,1.0,0.0,1.0,0.0,
5722,3.0,1.0,1.0,1.0,
5723,3.0,2.0,2.0,24.0,
5724,5.0,3.0,7.0,3.0,
5725,191.0,105.0,119.0,127.0,
5726,265.0,141.0,161.0,185.0,
5727,1.0,1.0,1.0,1.0,
5728,9.0,6.0,6.0,6.0,
5729,15.0,7.0,6.0,4.0,
5730,39.0,25.0,19.0,17.0,
5733,6.0,3.0,3.0,3.0,
5734,11.0,5.0,4.0,4.0,
5743,17.0,6.0,9.0,15.0,
5744,28.0,12.0,25.0,12.0,
5745,29.0,14.0,16.0,17.0,
5746,39.0,22.0,22.0,27.0,
5749,22.0,21.0,23.0,15.0,
5750,45.0,22.0,29.0,26.0,
5751,14.0,10.0,9.0,7.0,
5752,30.0,14.0,13.0,13.0,
5753,12.0,6.0,8.0,8.0,
5754,24.0,11.0,11.0,12.0,
5755,17.0,9.0,9.0,9.0,
5756,27.0,11.0,14.0,16.0,
5759,4.0,1.0,2.0,2.0,
5760,5.0,2.0,3.0,3.0,
5765,7.0,3.0,4.0,1.0,
5766,11.0,7.0,8.0,2.0,
5767,8.0,4.0,6.0,1.0,
5768,12.0,6.0,7.0,2.0,
5769,3.0,1.0,4.0,3.0,
5770,5.0,4.0,5.0,9.0,
5771,1.0,0.0,1.0,1.0,
5772,4.0,1.0,2.0,2.0,
5775,17.0,12.0,16.0,15.0,
5776,39.0,24.0,25.0,28.0,
5777,79.0,48.0,58.0,52.0,
5778,180.0,87.0,93.0,96.0,
5779,3.0,2.0,6.0,3.0,
5780,8.0,6.0,5.0,8.0,
5781,7.0,4.0,6.0,4.0,
5782,25.0,14.0,11.0,15.0,
5791,123.0,77.0,86.0,81.0,
5792,275.0,138.0,145.0,164.0,
5795,1.0,0.0,0.0,0.0,
5796,1.0,0.0,0.0,1.0,
5801,5.0,4.0,4.0,6.0,
5802,16.0,8.0,12.0,13.0,
5803,29.0,18.0,28.0,20.0,
5804,66.0,32.0,40.0,46.0,
5805,1.0,0.0,0.0,0.0,
5806,1.0,0.0,0.0,0.0,
5809,1.0,1.0,0.0,3.0,
5810,3.0,1.0,1.0,3.0,
5811,13.0,16.0,12.0,10.0,
5812,29.0,19.0,23.0,23.0,
5813,44.0,28.0,29.0,32.0,
5814,135.0,69.0,66.0,85.0,
5815,2.0,2.0,2.0,1.0,
5816,9.0,5.0,5.0,7.0,
5817,21.0,14.0,15.0,14.0,
5818,32.0,17.0,21.0,20.0,
5819,83.0,42.0,38.0,35.0,
5820,125.0,59.0,61.0,60.0,
5821,2.0,1.0,2.0,2.0,
5822,8.0,3.0,4.0,5.0,
5823,2.0,1.0,1.0,1.0,
5824,14.0,12.0,8.0,6.0,
5825,16.0,20.0,24.0,29.0,
5826,37.0,28.0,39.0,53.0,
5827,1.0,0.0,0.0,1.0,
5828,5.0,1.0,1.0,1.0,
5829,0.0,0.0,0.0,0.0,
5830,2.0,0.0,0.0,1.0,
5831,5.0,12.0,19.0,16.0,
5832,10.0,19.0,25.0,29.0,
5833,1.0,1.0,1.0,1.0,
5834,3.0,1.0,1.0,2.0,
5835,0.0,0.0,0.0,0.0,
5836,4.0,0.0,1.0,0.0,
5837,4.0,3.0,5.0,6.0,
5838,16.0,8.0,11.0,20.0,
5845,31.0,16.0,21.0,26.0,
5846,77.0,43.0,41.0,50.0,
5847,4.0,2.0,2.0,2.0,
5848,11.0,4.0,5.0,8.0,
5849,24.0,15.0,13.0,16.0,
5850,40.0,24.0,27.0,33.0,
5851,8.0,6.0,6.0,6.0,
5852,37.0,22.0,23.0,30.0,
5855,1.0,1.0,1.0,6.0,
5856,3.0,2.0,2.0,3.0,
5857,20.0,15.0,20.0,13.0,
5858,36.0,25.0,27.0,22.0,
5859,7.0,4.0,5.0,5.0,
5860,16.0,8.0,7.0,8.0,
5861,10.0,8.0,9.0,8.0,
5862,21.0,9.0,9.0,10.0,
5863,18.0,8.0,9.0,8.0,
5864,36.0,14.0,15.0,21.0,
5865,5.0,3.0,3.0,4.0,
5866,15.0,7.0,9.0,9.0,
5867,46.0,28.0,34.0,35.0,
5868,141.0,69.0,77.0,87.0,
5873,164.0,107.0,120.0,120.0,
5874,369.0,205.0,225.0,277.0,
5875,48.0,27.0,27.0,27.0,
5876,109.0,53.0,61.0,70.0,
5877,148.0,85.0,97.0,82.0,
5878,297.0,163.0,168.0,175.0,
5879,12.0,3.0,2.0,3.0,
5880,40.0,9.0,9.0,14.0,
5881,7.0,3.0,4.0,3.0,
5882,20.0,10.0,12.0,15.0,
5883,9.0,3.0,4.0,4.0,
5884,24.0,9.0,9.0,12.0,
5885,90.0,56.0,62.0,63.0,
5886,268.0,137.0,144.0,179.0,
5919,74.0,45.0,54.0,51.0,
5920,151.0,86.0,90.0,104.0,
5929,16.0,7.0,6.0,5.0,
5930,32.0,14.0,15.0,19.0,
5931,9.0,3.0,6.0,6.0,
5932,11.0,5.0,8.0,10.0,
5939,,,,,
5940,20.0,11.0,80.0,16.0,
5941,,,,,
5942,77.0,42.0,287.0,44.0,
5943,,,,,
5944,,,,,
5945,,,,,
5946,207.0,69.0,700.0,32.0,
5947,,,,,
5948,0.0,0.0,0.0,0.0,
5949,5.0,2.0,28.0,4.0,
5950,797.0,451.0,3604.0,464.0,
5951,1.0,1.0,3.0,1.0,
5952,98.0,55.0,362.0,55.0,
5953,29.0,18.0,196.0,14.0,
5954,108.0,59.0,399.0,58.0,
5955,,,,,
5956,8.0,4.0,20.0,4.0,
5957,,,,,
5958,0.0,0.0,11.0,1.0,
5959,,,,,
5960,146.0,79.0,658.0,105.0,
5961,14.0,7.0,9.0,11.0,
5962,29.0,20.0,19.0,22.0,
5973,2.0,1.0,2.0,2.0,
5974,9.0,4.0,5.0,4.0,
5975,36.0,22.0,27.0,36.0,
5976,78.0,38.0,43.0,59.0,
5977,26.0,10.0,11.0,19.0,
5978,59.0,24.0,32.0,53.0,
5979,25.0,11.0,13.0,21.0,
5980,71.0,32.0,35.0,49.0,
6015,152.0,89.0,93.0,112.0,
6016,216.0,108.0,115.0,158.0,
6017,26.0,14.0,20.0,21.0,
6018,67.0,34.0,43.0,49.0,
6021,9.0,3.0,3.0,4.0,
6022,19.0,7.0,7.0,10.0,
6029,13.0,7.0,8.0,9.0,
6030,34.0,12.0,13.0,17.0,
6031,1.0,0.0,0.0,0.0,
6032,2.0,0.0,0.0,1.0,
6033,2.0,1.0,1.0,2.0,
6034,6.0,2.0,2.0,3.0,
6035,2.0,1.0,1.0,2.0,
6036,6.0,2.0,2.0,3.0,
6037,3.0,1.0,2.0,2.0,
6038,3.0,2.0,5.0,6.0,
6039,3.0,1.0,2.0,2.0,
6040,3.0,2.0,5.0,6.0,
6044,2.0,1.0,1.0,2.0,
6045,6.0,2.0,2.0,3.0,
6046,2.0,1.0,1.0,2.0,
6047,6.0,2.0,2.0,3.0,
6048,3.0,1.0,2.0,2.0,
6049,3.0,2.0,5.0,6.0,
6050,3.0,1.0,2.0,2.0,
6051,3.0,2.0,5.0,6.0,
6052,88.0,54.0,61.0,59.0,
6053,166.0,79.0,78.0,102.0,
6054,15.0,8.0,11.0,12.0,
6055,22.0,12.0,14.0,15.0,
6056,20.0,13.0,18.0,21.0,
6057,52.0,31.0,34.0,32.0,
6072,1.0,0.0,1.0,0.0,
6073,2.0,1.0,0.0,0.0,
6078,7.0,5.0,4.0,4.0,
6079,17.0,8.0,10.0,10.0,
6080,13.0,10.0,15.0,11.0,
6081,29.0,15.0,16.0,16.0,
6084,7.0,5.0,4.0,9.0,
6085,14.0,6.0,6.0,6.0,
6090,0.0,0.0,1.0,0.0,
6091,0.0,0.0,0.0,0.0,
6092,2.0,0.0,0.0,0.0,
6093,8.0,1.0,1.0,1.0,
6100,4.0,2.0,2.0,3.0,
6101,6.0,2.0,2.0,3.0,
6116,2.0,2.0,1.0,1.0,
6117,6.0,3.0,2.0,3.0,
6118,1.0,2.0,2.0,2.0,
6119,4.0,2.0,4.0,3.0,
6128,4.0,3.0,6.0,4.0,
6129,10.0,4.0,4.0,5.0,
6136,15.0,7.0,9.0,9.0,
6137,29.0,14.0,14.0,16.0,
6140,37.0,21.0,25.0,22.0,
6141,100.0,48.0,46.0,54.0,
6142,128.0,72.0,81.0,78.0,
6143,281.0,135.0,143.0,167.0,
6176,93.0,54.0,58.0,52.0,
6177,205.0,97.0,104.0,117.0,
6186,,,,,
6187,,,,,
6188,0.0,0.0,,0.0,
6189,1.0,0.0,0.0,0.0,
6190,0.0,1.0,0.0,,
6191,2.0,1.0,0.0,0.0,
6196,1.0,1.0,2.0,1.0,
6197,1.0,1.0,1.0,1.0,
6198,2.0,1.0,1.0,1.0,
6199,4.0,2.0,2.0,2.0,
6200,1.0,2.0,1.0,1.0,
6201,10.0,5.0,6.0,8.0,
6202,82.0,41.0,42.0,46.0,
6203,98.0,48.0,51.0,57.0,
6204,5.0,3.0,3.0,3.0,
6205,11.0,5.0,5.0,8.0,
6206,13.0,9.0,11.0,9.0,
6207,30.0,15.0,18.0,23.0,
6208,45.0,24.0,35.0,35.0,
6209,120.0,47.0,55.0,71.0,
6210,2.0,1.0,1.0,1.0,
6211,7.0,4.0,4.0,4.0,
6212,2.0,2.0,3.0,2.0,
6213,6.0,3.0,5.0,5.0,
6214,1.0,0.0,1.0,1.0,
6215,1.0,1.0,1.0,1.0,
6218,43.0,30.0,33.0,33.0,
6219,104.0,53.0,55.0,68.0,
6220,1.0,5.0,3.0,1.0,
6221,2.0,8.0,4.0,1.0,
6222,2.0,1.0,1.0,3.0,
6223,2.0,2.0,2.0,3.0,
6246,3.0,2.0,2.0,1.0,
6247,8.0,4.0,4.0,3.0,
6248,14.0,8.0,7.0,7.0,
6249,25.0,16.0,14.0,15.0,
6250,3.0,2.0,2.0,1.0,
6251,8.0,6.0,5.0,4.0,
6252,0.0,0.0,,,
6253,2.0,0.0,,,
6256,1.0,1.0,1.0,22.0,
6257,3.0,1.0,1.0,2.0,
6270,11.0,9.0,15.0,10.0,
6271,32.0,17.0,30.0,25.0,
6272,3.0,1.0,1.0,1.0,
6273,5.0,2.0,3.0,2.0,
6274,2.0,1.0,2.0,1.0,
6275,4.0,1.0,2.0,2.0,
6276,1.0,1.0,2.0,1.0,
6277,5.0,2.0,2.0,2.0,
6278,2.0,0.0,1.0,1.0,
6279,4.0,1.0,2.0,3.0,
6280,3.0,1.0,2.0,2.0,
6281,6.0,2.0,2.0,2.0,
6284,3.0,2.0,2.0,1.0,
6285,11.0,5.0,4.0,2.0,
6298,3.0,2.0,3.0,2.0,
6299,10.0,4.0,6.0,4.0,
6300,3.0,2.0,2.0,1.0,
6301,6.0,3.0,2.0,2.0,
6302,104.0,58.0,80.0,54.0,
6303,210.0,106.0,124.0,111.0,
6312,3.0,2.0,2.0,4.0,
6313,4.0,2.0,5.0,13.0,
6314,0.0,,0.0,0.0,
6315,1.0,0.0,0.0,4.0,
6316,20.0,11.0,11.0,11.0,
6317,44.0,23.0,20.0,26.0,
6318,21.0,19.0,14.0,38.0,
6319,73.0,31.0,33.0,53.0,
6320,4.0,0.0,0.0,0.0,
6321,6.0,1.0,1.0,1.0,
6322,1.0,0.0,0.0,0.0,
6323,4.0,1.0,1.0,1.0,
6324,1.0,0.0,0.0,1.0,
6325,1.0,1.0,1.0,1.0,
6326,9.0,2.0,3.0,14.0,
6327,28.0,12.0,10.0,13.0,
6328,1.0,0.0,10.0,1.0,
6329,1.0,2.0,4.0,6.0,
6330,4.0,0.0,0.0,13.0,
6331,6.0,7.0,1.0,1.0,
6334,30.0,15.0,17.0,20.0,
6335,50.0,28.0,26.0,42.0,
6336,5.0,1.0,0.0,0.0,
6337,6.0,2.0,1.0,1.0,
6338,4.0,1.0,2.0,1.0,
6339,9.0,2.0,3.0,4.0,
6340,2.0,1.0,1.0,1.0,
6341,2.0,1.0,1.0,1.0,
6342,,,,,
6343,,,,,
6344,5.0,1.0,1.0,1.0,
6345,9.0,2.0,1.0,2.0,
6346,4.0,1.0,1.0,1.0,
6347,7.0,1.0,1.0,1.0,
6348,8.0,2.0,1.0,3.0,
6349,16.0,4.0,3.0,9.0,
6350,1.0,0.0,0.0,1.0,
6351,1.0,0.0,0.0,1.0,
6352,47.0,28.0,39.0,44.0,
6353,84.0,39.0,50.0,53.0,
6356,16.0,9.0,11.0,11.0,
6357,40.0,20.0,24.0,26.0,
6358,2.0,1.0,2.0,2.0,
6359,4.0,2.0,3.0,3.0,
6360,7.0,3.0,4.0,4.0,
6361,18.0,8.0,11.0,13.0,
6362,86.0,47.0,61.0,56.0,
6363,174.0,81.0,77.0,95.0,
6364,7.0,5.0,5.0,3.0,
6365,14.0,6.0,8.0,7.0,
6366,11.0,8.0,9.0,8.0,
6367,32.0,16.0,19.0,25.0,
6368,147.0,84.0,93.0,99.0,
6369,222.0,117.0,112.0,133.0,
6370,22.0,9.0,11.0,9.0,
6371,32.0,16.0,13.0,14.0,
6372,9.0,4.0,5.0,7.0,
6373,19.0,8.0,8.0,13.0,
6374,10.0,6.0,10.0,6.0,
6375,22.0,9.0,15.0,13.0,
6376,6.0,3.0,4.0,4.0,
6377,13.0,6.0,5.0,7.0,
6378,13.0,7.0,9.0,11.0,
6379,35.0,17.0,15.0,23.0,
6390,40.0,21.0,27.0,22.0,
6391,115.0,60.0,71.0,79.0,
6398,12.0,6.0,6.0,8.0,
6399,37.0,16.0,19.0,28.0,
6402,13.0,4.0,3.0,5.0,
6403,48.0,21.0,24.0,28.0,
6404,102.0,62.0,60.0,63.0,
6405,282.0,143.0,162.0,204.0,
6406,2.0,0.0,1.0,2.0,
6407,9.0,2.0,1.0,11.0,
6408,37.0,16.0,12.0,8.0,
6409,163.0,62.0,49.0,64.0,
6410,9.0,3.0,5.0,3.0,
6411,28.0,11.0,11.0,17.0,
6412,106.0,59.0,60.0,62.0,
6413,286.0,136.0,151.0,187.0,
6430,14.0,8.0,8.0,8.0,
6431,42.0,23.0,25.0,26.0,
6440,36.0,16.0,17.0,17.0,
6441,85.0,39.0,39.0,47.0,
6452,0.0,0.0,0.0,0.0,
6453,1.0,1.0,0.0,1.0,
6456,10.0,2.0,5.0,6.0,
6457,100.0,36.0,39.0,51.0,
6460,14.0,6.0,6.0,11.0,
6461,52.0,25.0,28.0,38.0,
6466,41.0,26.0,25.0,26.0,
6467,105.0,54.0,49.0,62.0,
6468,3.0,1.0,1.0,2.0,
6469,9.0,3.0,4.0,12.0,
6470,54.0,29.0,35.0,47.0,
6471,91.0,45.0,44.0,58.0,
6476,24.0,13.0,18.0,19.0,
6477,58.0,26.0,26.0,46.0,
6482,3.0,2.0,2.0,1.0,
6483,7.0,3.0,3.0,5.0,
6484,3.0,3.0,2.0,2.0,
6485,6.0,2.0,2.0,4.0,
6486,32.0,21.0,20.0,22.0,
6487,64.0,36.0,35.0,43.0,
6494,4.0,2.0,2.0,2.0,
6495,7.0,1.0,2.0,9.0,
6496,1.0,1.0,1.0,1.0,
6497,3.0,1.0,1.0,3.0,
6498,8.0,3.0,5.0,5.0,
6499,22.0,8.0,8.0,10.0,
6500,2.0,1.0,2.0,2.0,
6501,5.0,3.0,3.0,3.0,
6502,3.0,1.0,0.0,1.0,
6503,4.0,2.0,2.0,2.0,
6504,5.0,4.0,3.0,4.0,
6505,8.0,5.0,5.0,5.0,
6506,2.0,1.0,1.0,1.0,
6507,3.0,2.0,2.0,2.0,
6508,2.0,2.0,2.0,2.0,
6509,7.0,5.0,4.0,3.0,
6510,4.0,2.0,2.0,3.0,
6511,9.0,4.0,3.0,7.0,
6522,1.0,0.0,1.0,1.0,
6523,2.0,1.0,1.0,1.0,
6524,5.0,2.0,4.0,1.0,
6525,7.0,4.0,4.0,4.0,
6526,6.0,2.0,2.0,2.0,
6527,12.0,4.0,4.0,4.0,
6530,3.0,1.0,1.0,2.0,
6531,4.0,1.0,1.0,1.0,
6532,28.0,17.0,19.0,19.0,
6533,57.0,30.0,32.0,39.0,
6534,,0.0,0.0,0.0,
6535,0.0,,0.0,0.0,
6536,5.0,3.0,1.0,2.0,
6537,10.0,3.0,2.0,3.0,
6538,4.0,1.0,1.0,1.0,
6539,3.0,2.0,1.0,2.0,
6540,18.0,11.0,10.0,14.0,
6541,67.0,28.0,30.0,44.0,
6554,28.0,18.0,20.0,18.0,
6555,28.0,15.0,17.0,21.0,
6556,32.0,48.0,69.0,51.0,
6557,35.0,38.0,51.0,50.0,
6558,64.0,31.0,36.0,34.0,
6559,158.0,78.0,82.0,92.0,
6560,48.0,28.0,37.0,29.0,
6561,129.0,71.0,71.0,81.0,
6562,93.0,51.0,57.0,67.0,
6563,205.0,103.0,117.0,128.0,
6570,47.0,28.0,94.0,29.0,
6571,108.0,57.0,191.0,76.0,
6586,3.0,1.0,1.0,1.0,
6587,11.0,5.0,6.0,6.0,
6588,8.0,2.0,3.0,3.0,
6589,24.0,8.0,7.0,8.0,
6590,3.0,1.0,2.0,1.0,
6591,11.0,6.0,9.0,7.0,
6592,52.0,33.0,51.0,49.0,
6593,108.0,64.0,76.0,101.0,
6594,20.0,7.0,23.0,7.0,
6595,39.0,16.0,45.0,18.0,
6596,57.0,36.0,61.0,35.0,
6597,164.0,94.0,132.0,100.0,
6618,30.0,10.0,12.0,12.0,
6619,55.0,20.0,18.0,20.0,
6634,14.0,7.0,10.0,14.0,
6635,27.0,15.0,19.0,20.0,
6636,27.0,22.0,20.0,16.0,
6637,28.0,16.0,16.0,19.0,
6638,7.0,3.0,17.0,13.0,
6639,9.0,7.0,5.0,5.0,
6640,4.0,2.0,3.0,6.0,
6641,8.0,3.0,4.0,6.0,
6646,44.0,29.0,31.0,34.0,
6647,72.0,38.0,38.0,45.0,
6648,6.0,4.0,5.0,6.0,
6649,32.0,14.0,16.0,22.0,
6650,1.0,0.0,0.0,1.0,
6651,2.0,1.0,1.0,1.0,
6652,5.0,2.0,2.0,2.0,
6653,7.0,4.0,4.0,4.0,
6654,11.0,7.0,8.0,8.0,
6655,36.0,15.0,22.0,24.0,
6656,31.0,19.0,22.0,21.0,
6657,92.0,42.0,44.0,50.0,
6658,21.0,10.0,7.0,8.0,
6659,34.0,17.0,11.0,11.0,
6660,7.0,3.0,3.0,3.0,
6661,13.0,5.0,4.0,4.0,
6662,6.0,1.0,2.0,6.0,
6663,11.0,4.0,3.0,2.0,
6664,5.0,4.0,3.0,3.0,
6665,10.0,4.0,6.0,6.0,
6666,15.0,11.0,9.0,7.0,
6667,19.0,10.0,10.0,9.0,
6668,5.0,1.0,3.0,1.0,
6669,6.0,2.0,2.0,2.0,
6670,16.0,10.0,16.0,13.0,
6671,42.0,15.0,16.0,20.0,
6672,9.0,5.0,8.0,6.0,
6673,34.0,15.0,17.0,23.0,
6674,3.0,1.0,0.0,1.0,
6675,6.0,2.0,2.0,3.0,
6676,4.0,2.0,2.0,2.0,
6677,8.0,3.0,3.0,3.0,
6678,4.0,2.0,2.0,2.0,
6679,9.0,3.0,3.0,3.0,
6680,14.0,7.0,7.0,8.0,
6681,21.0,12.0,13.0,16.0,
6682,4.0,1.0,1.0,1.0,
6683,4.0,1.0,0.0,1.0,
6684,7.0,4.0,4.0,6.0,
6685,18.0,7.0,5.0,8.0,
6686,26.0,17.0,18.0,20.0,
6687,66.0,29.0,29.0,32.0,
6688,10.0,5.0,5.0,6.0,
6689,13.0,8.0,8.0,10.0,
6690,13.0,9.0,10.0,10.0,
6691,55.0,23.0,33.0,36.0,
6692,4.0,2.0,2.0,2.0,
6693,11.0,4.0,5.0,9.0,
6694,4.0,0.0,1.0,1.0,
6695,8.0,1.0,1.0,2.0,
6696,2.0,0.0,1.0,0.0,
6697,3.0,1.0,1.0,1.0,
6698,23.0,12.0,16.0,17.0,
6699,43.0,22.0,20.0,21.0,
6700,5.0,2.0,4.0,2.0,
6701,12.0,6.0,6.0,6.0,
6702,4.0,1.0,1.0,2.0,
6703,8.0,4.0,4.0,6.0,
6704,2.0,1.0,1.0,1.0,
6705,9.0,2.0,3.0,5.0,
6706,1.0,1.0,1.0,2.0,
6707,34.0,7.0,6.0,11.0,
6708,14.0,12.0,9.0,9.0,
6709,37.0,19.0,19.0,21.0,
6710,11.0,2.0,2.0,2.0,
6711,43.0,11.0,23.0,38.0,
6712,1.0,1.0,2.0,1.0,
6713,1.0,1.0,3.0,2.0,
6714,3.0,1.0,1.0,1.0,
6715,1.0,0.0,1.0,1.0,
6722,7.0,6.0,7.0,8.0,
6723,15.0,9.0,9.0,11.0,
6724,5.0,1.0,4.0,1.0,
6725,5.0,2.0,1.0,2.0,
6726,1.0,1.0,1.0,0.0,
6727,4.0,1.0,1.0,1.0,
6728,12.0,8.0,6.0,4.0,
6729,12.0,5.0,4.0,6.0,
6730,28.0,20.0,20.0,20.0,
6731,43.0,23.0,25.0,32.0,
6732,4.0,4.0,3.0,1.0,
6733,5.0,2.0,1.0,2.0,
6734,12.0,5.0,5.0,5.0,
6735,16.0,8.0,8.0,8.0,
6736,5.0,3.0,8.0,3.0,
6737,8.0,4.0,5.0,7.0,
6738,34.0,20.0,18.0,19.0,
6739,61.0,32.0,28.0,30.0,
6740,27.0,15.0,18.0,15.0,
6741,52.0,24.0,24.0,28.0,
6742,27.0,15.0,19.0,21.0,
6743,42.0,24.0,31.0,30.0,
6744,10.0,5.0,5.0,4.0,
6745,23.0,9.0,14.0,17.0,
6746,5.0,2.0,1.0,1.0,
6747,6.0,2.0,1.0,2.0,
6748,16.0,9.0,10.0,9.0,
6749,23.0,13.0,12.0,21.0,
6750,30.0,15.0,17.0,16.0,
6751,80.0,39.0,38.0,54.0,
6752,43.0,25.0,19.0,21.0,
6753,67.0,33.0,36.0,40.0,
6754,5.0,3.0,8.0,2.0,
6755,17.0,10.0,18.0,13.0,
6756,2.0,1.0,1.0,4.0,
6757,16.0,8.0,6.0,11.0,
6758,13.0,5.0,2.0,2.0,
6759,13.0,4.0,3.0,3.0,
6760,11.0,6.0,6.0,9.0,
6761,14.0,8.0,9.0,11.0,
6764,11.0,3.0,7.0,6.0,
6765,21.0,8.0,11.0,12.0,
6774,28.0,11.0,17.0,21.0,
6775,60.0,17.0,29.0,41.0,
6776,24.0,15.0,14.0,17.0,
6777,59.0,30.0,29.0,32.0,
6786,79.0,45.0,54.0,51.0,
6787,191.0,98.0,99.0,122.0,
6788,5.0,5.0,4.0,7.0,
6789,14.0,14.0,10.0,17.0,
6790,10.0,4.0,7.0,6.0,
6791,19.0,10.0,23.0,20.0,
6792,6.0,3.0,3.0,2.0,
6793,10.0,5.0,5.0,4.0,
6794,1.0,1.0,1.0,0.0,
6795,4.0,1.0,2.0,2.0,
