,Q1,Q2,Q3,Q4,2018
7872,30.0,17.0,21.0,21.0,
7873,61.0,29.0,27.0,32.0,
7876,47.0,22.0,19.0,18.0,
7877,80.0,40.0,32.0,40.0,
7878,9.0,2.0,2.0,2.0,
7879,23.0,5.0,5.0,6.0,
7880,115.0,63.0,75.0,62.0,
7881,255.0,126.0,129.0,134.0,
7882,20.0,11.0,12.0,7.0,
7883,37.0,22.0,21.0,15.0,
7896,142.0,80.0,91.0,95.0,
7897,306.0,151.0,169.0,206.0,
7898,9.0,3.0,4.0,4.0,
7899,18.0,6.0,4.0,9.0,
7900,23.0,16.0,15.0,16.0,
7901,54.0,26.0,30.0,36.0,
7902,5.0,0.0,0.0,0.0,
7903,14.0,1.0,1.0,1.0,
7904,10.0,7.0,6.0,8.0,
7905,24.0,12.0,12.0,16.0,
7906,18.0,12.0,10.0,11.0,
7907,78.0,37.0,41.0,53.0,
7918,64.0,31.0,35.0,53.0,
7919,116.0,49.0,58.0,78.0,
7924,21.0,12.0,13.0,14.0,
7925,36.0,15.0,19.0,20.0,
7938,1.0,0.0,0.0,0.0,
7939,2.0,0.0,0.0,1.0,
7940,2.0,1.0,1.0,2.0,
7941,4.0,1.0,1.0,2.0,
7942,2.0,1.0,1.0,2.0,
7943,3.0,2.0,2.0,3.0,
7944,0.0,1.0,0.0,1.0,
7945,2.0,1.0,1.0,0.0,
7946,0.0,,0.0,0.0,
7947,1.0,0.0,0.0,0.0,
7948,3.0,1.0,2.0,2.0,
7949,38.0,14.0,10.0,13.0,
7950,3.0,2.0,3.0,1.0,
7951,7.0,3.0,3.0,5.0,
7952,8.0,3.0,5.0,5.0,
7953,28.0,12.0,12.0,16.0,
7954,8.0,5.0,6.0,5.0,
7955,20.0,8.0,10.0,10.0,
7956,1.0,3.0,7.0,3.0,
7957,4.0,5.0,7.0,6.0,
7958,2.0,3.0,3.0,2.0,
7959,2.0,4.0,3.0,5.0,
7960,1.0,1.0,1.0,2.0,
7961,2.0,1.0,1.0,2.0,
7962,1.0,0.0,0.0,0.0,
7963,4.0,1.0,1.0,2.0,
7964,1.0,0.0,0.0,0.0,
7965,3.0,1.0,0.0,0.0,
7966,0.0,0.0,0.0,0.0,
7967,0.0,0.0,0.0,1.0,
7968,0.0,0.0,,0.0,
7969,0.0,0.0,0.0,0.0,
7970,7.0,6.0,7.0,5.0,
7971,22.0,12.0,16.0,16.0,
7972,14.0,8.0,9.0,10.0,
7973,116.0,39.0,63.0,79.0,
7974,23.0,15.0,22.0,18.0,
7975,65.0,29.0,36.0,44.0,
7976,1.0,0.0,0.0,0.0,
7977,2.0,0.0,0.0,0.0,
7978,0.0,,0.0,,
7979,2.0,0.0,0.0,0.0,
7982,5.0,4.0,4.0,4.0,
7983,11.0,5.0,7.0,8.0,
7984,7.0,5.0,6.0,6.0,
7985,11.0,7.0,8.0,11.0,
7986,3.0,1.0,4.0,2.0,
7987,5.0,3.0,5.0,5.0,
7988,45.0,31.0,34.0,31.0,
7989,93.0,55.0,64.0,72.0,
7990,6.0,4.0,4.0,4.0,
7991,20.0,9.0,12.0,12.0,
7992,9.0,6.0,8.0,13.0,
7993,14.0,8.0,8.0,20.0,
7994,6.0,3.0,3.0,5.0,
7995,11.0,5.0,6.0,7.0,
8004,23.0,19.0,28.0,21.0,
8005,47.0,29.0,34.0,38.0,
8006,4.0,4.0,4.0,4.0,
8007,9.0,6.0,6.0,7.0,
8008,49.0,31.0,39.0,41.0,
8009,87.0,52.0,67.0,62.0,
8012,2.0,2.0,3.0,2.0,
8013,3.0,2.0,3.0,3.0,
8028,0.0,0.0,0.0,0.0,
8029,1.0,0.0,0.0,2.0,
8034,2.0,0.0,1.0,2.0,
8035,3.0,1.0,1.0,3.0,
8040,80.0,38.0,42.0,46.0,
8041,100.0,46.0,49.0,59.0,
8042,14.0,6.0,7.0,8.0,
8043,20.0,9.0,9.0,14.0,
8044,9.0,5.0,5.0,4.0,
8045,16.0,9.0,11.0,12.0,
8046,7.0,4.0,4.0,3.0,
8047,15.0,6.0,6.0,6.0,
8048,70.0,39.0,42.0,42.0,
8049,133.0,69.0,77.0,86.0,
8050,6.0,3.0,3.0,4.0,
8051,11.0,4.0,4.0,7.0,
8052,13.0,5.0,7.0,6.0,
8053,20.0,9.0,9.0,10.0,
8054,8.0,3.0,4.0,3.0,
8055,17.0,7.0,7.0,10.0,
8056,51.0,30.0,30.0,31.0,
8057,108.0,51.0,51.0,66.0,
8060,2.0,1.0,1.0,0.0,
8061,7.0,2.0,4.0,4.0,
8062,2.0,1.0,1.0,0.0,
8063,3.0,1.0,1.0,1.0,
8064,16.0,8.0,8.0,8.0,
8065,37.0,19.0,17.0,22.0,
8066,4.0,2.0,3.0,3.0,
8067,6.0,3.0,4.0,5.0,
8068,0.0,0.0,0.0,0.0,
8069,4.0,2.0,1.0,2.0,
8070,31.0,18.0,27.0,25.0,
8071,54.0,31.0,40.0,50.0,
8072,18.0,8.0,6.0,5.0,
8073,28.0,14.0,11.0,11.0,
8074,10.0,4.0,3.0,3.0,
8075,19.0,9.0,6.0,10.0,
8076,32.0,20.0,17.0,18.0,
8077,92.0,44.0,53.0,69.0,
8078,5.0,3.0,3.0,4.0,
8079,17.0,8.0,6.0,7.0,
8080,108.0,59.0,74.0,70.0,
8081,202.0,103.0,111.0,127.0,
8082,5.0,3.0,3.0,3.0,
8083,12.0,5.0,5.0,6.0,
8084,78.0,42.0,43.0,46.0,
8085,192.0,89.0,92.0,117.0,
8086,16.0,8.0,7.0,8.0,
8087,32.0,13.0,11.0,14.0,
8090,28.0,14.0,23.0,17.0,
8091,63.0,33.0,48.0,29.0,
8112,21.0,11.0,12.0,12.0,
8113,69.0,33.0,31.0,35.0,
8128,262.0,156.0,172.0,162.0,
8129,683.0,352.0,389.0,427.0,
8130,10.0,3.0,2.0,2.0,
8131,165.0,54.0,80.0,101.0,
8138,19.0,11.0,7.0,8.0,
8139,31.0,14.0,11.0,14.0,
8140,5.0,4.0,5.0,17.0,
8141,71.0,25.0,71.0,69.0,
8142,6.0,3.0,3.0,3.0,
8143,10.0,4.0,5.0,5.0,
8144,4.0,1.0,0.0,1.0,
8145,8.0,1.0,2.0,3.0,
8146,24.0,13.0,15.0,17.0,
8147,46.0,22.0,21.0,26.0,
8148,6.0,3.0,3.0,5.0,
8149,6.0,3.0,3.0,5.0,
8150,6.0,4.0,3.0,4.0,
8151,7.0,4.0,5.0,6.0,
8152,2.0,0.0,0.0,0.0,
8153,5.0,1.0,0.0,0.0,
8154,17.0,11.0,13.0,17.0,
8155,29.0,17.0,21.0,22.0,
8156,4.0,2.0,2.0,4.0,
8157,10.0,5.0,5.0,6.0,
8158,0.0,1.0,0.0,1.0,
8159,1.0,0.0,0.0,0.0,
8160,42.0,25.0,28.0,31.0,
8161,63.0,30.0,35.0,46.0,
8162,2.0,1.0,1.0,1.0,
8163,5.0,1.0,1.0,3.0,
8164,1.0,0.0,0.0,,
8165,1.0,0.0,,,
8166,3.0,1.0,1.0,1.0,
8167,8.0,2.0,2.0,3.0,
8168,2.0,3.0,6.0,8.0,
8169,13.0,10.0,24.0,33.0,
8170,2.0,1.0,1.0,1.0,
8171,5.0,2.0,4.0,4.0,
8172,2.0,1.0,1.0,1.0,
8173,6.0,2.0,1.0,3.0,
8174,2.0,1.0,1.0,2.0,
8175,5.0,3.0,4.0,6.0,
8176,1.0,1.0,0.0,1.0,
8177,4.0,1.0,1.0,1.0,
8178,3.0,1.0,0.0,1.0,
8179,5.0,1.0,1.0,1.0,
8180,0.0,0.0,0.0,0.0,
8181,1.0,0.0,0.0,0.0,
8182,8.0,4.0,11.0,4.0,
8183,15.0,7.0,11.0,9.0,
8184,3.0,2.0,2.0,2.0,
8185,10.0,4.0,7.0,7.0,
8186,1.0,0.0,0.0,0.0,
8187,5.0,2.0,3.0,3.0,
8188,8.0,4.0,3.0,3.0,
8189,19.0,9.0,10.0,9.0,
8190,1.0,1.0,0.0,0.0,
8191,4.0,2.0,1.0,1.0,
8192,0.0,0.0,0.0,1.0,
8193,2.0,1.0,0.0,1.0,
8194,25.0,13.0,16.0,17.0,
8195,55.0,23.0,30.0,37.0,
8196,5.0,2.0,1.0,3.0,
8197,11.0,5.0,5.0,7.0,
8198,29.0,14.0,14.0,18.0,
8199,52.0,26.0,30.0,42.0,
8200,3.0,1.0,1.0,1.0,
8201,5.0,3.0,3.0,2.0,
8202,1.0,1.0,0.0,0.0,
8203,23.0,7.0,7.0,11.0,
8204,1.0,0.0,1.0,1.0,
8205,4.0,2.0,2.0,5.0,
8206,0.0,0.0,,0.0,
8207,6.0,1.0,1.0,1.0,
8208,3.0,2.0,6.0,5.0,
8209,20.0,13.0,25.0,24.0,
8210,2.0,1.0,3.0,1.0,
8211,11.0,8.0,14.0,12.0,
8212,10.0,3.0,4.0,3.0,
8213,47.0,18.0,22.0,22.0,
8214,1.0,1.0,1.0,1.0,
8215,8.0,4.0,6.0,5.0,
8224,29.0,18.0,28.0,17.0,
8225,62.0,33.0,48.0,44.0,
8226,8.0,5.0,4.0,2.0,
8227,18.0,8.0,9.0,7.0,
8228,63.0,34.0,36.0,38.0,
8229,129.0,65.0,65.0,88.0,
8230,14.0,5.0,7.0,6.0,
8231,29.0,9.0,13.0,13.0,
8232,13.0,7.0,6.0,7.0,
8233,19.0,10.0,11.0,13.0,
8234,26.0,15.0,15.0,8.0,
8235,50.0,22.0,13.0,17.0,
8236,7.0,5.0,4.0,7.0,
8237,15.0,10.0,11.0,12.0,
8246,28.0,19.0,26.0,21.0,
8247,46.0,25.0,39.0,30.0,
8256,11.0,7.0,13.0,6.0,
8257,71.0,38.0,75.0,41.0,
8258,25.0,11.0,14.0,14.0,
8259,51.0,25.0,27.0,28.0,
8260,8.0,2.0,10.0,2.0,
8261,16.0,6.0,4.0,7.0,
8262,245.0,125.0,797.0,153.0,
8263,566.0,272.0,1507.0,360.0,
8288,1.0,0.0,0.0,1.0,
8289,1.0,0.0,0.0,1.0,
8290,1.0,0.0,0.0,1.0,
8291,2.0,0.0,0.0,3.0,
8292,3.0,0.0,0.0,1.0,
8293,4.0,0.0,0.0,2.0,
8294,11.0,5.0,3.0,2.0,
8295,23.0,5.0,5.0,7.0,
8296,2.0,0.0,1.0,1.0,
8297,4.0,1.0,2.0,3.0,
8298,8.0,10.0,7.0,8.0,
8299,11.0,13.0,8.0,11.0,
8300,2.0,1.0,2.0,3.0,
8301,3.0,5.0,4.0,4.0,
8302,13.0,2.0,1.0,4.0,
8303,20.0,2.0,2.0,4.0,
8304,9.0,1.0,1.0,5.0,
8305,39.0,5.0,4.0,27.0,
8306,3.0,1.0,0.0,1.0,
8307,10.0,1.0,1.0,5.0,
8308,1.0,0.0,,1.0,
8309,5.0,1.0,1.0,6.0,
8310,1.0,1.0,0.0,0.0,
8311,14.0,2.0,1.0,8.0,
8312,1.0,0.0,0.0,0.0,
8313,3.0,0.0,0.0,1.0,
8316,3.0,2.0,2.0,3.0,
8317,7.0,4.0,5.0,5.0,
8318,43.0,26.0,29.0,29.0,
8319,73.0,37.0,33.0,45.0,
8322,16.0,13.0,15.0,10.0,
8323,35.0,17.0,17.0,18.0,
8324,7.0,4.0,4.0,3.0,
8325,13.0,5.0,4.0,4.0,
8328,5.0,4.0,5.0,6.0,
8329,11.0,6.0,5.0,4.0,
8330,15.0,7.0,15.0,15.0,
8331,22.0,9.0,16.0,17.0,
8332,10.0,4.0,4.0,5.0,
8333,18.0,9.0,12.0,10.0,
8334,0.0,0.0,1.0,0.0,
8335,1.0,1.0,1.0,0.0,
8336,1.0,0.0,1.0,0.0,
8337,3.0,2.0,2.0,2.0,
8338,1.0,1.0,1.0,6.0,
8339,2.0,2.0,4.0,2.0,
8340,15.0,7.0,7.0,7.0,
8341,23.0,8.0,11.0,12.0,
8342,31.0,17.0,20.0,21.0,
8343,55.0,25.0,28.0,32.0,
8344,27.0,16.0,18.0,17.0,
8345,39.0,19.0,19.0,22.0,
8346,37.0,20.0,21.0,26.0,
8347,47.0,24.0,24.0,33.0,
8348,174.0,104.0,116.0,111.0,
8349,252.0,143.0,151.0,176.0,
8350,6.0,2.0,2.0,3.0,
8351,14.0,3.0,6.0,4.0,
8352,19.0,15.0,25.0,18.0,
8353,38.0,21.0,32.0,30.0,
8354,92.0,57.0,69.0,57.0,
8355,150.0,82.0,100.0,111.0,
8356,3.0,1.0,1.0,1.0,
8357,6.0,3.0,3.0,6.0,
8358,30.0,19.0,22.0,21.0,
8359,50.0,25.0,28.0,34.0,
8360,80.0,46.0,47.0,48.0,
8361,112.0,64.0,62.0,72.0,
8362,4.0,2.0,2.0,2.0,
8363,9.0,3.0,4.0,4.0,
8364,4.0,2.0,2.0,2.0,
8365,7.0,3.0,3.0,5.0,
8366,11.0,7.0,6.0,7.0,
8367,24.0,10.0,11.0,13.0,
8368,67.0,47.0,44.0,40.0,
8369,108.0,55.0,59.0,70.0,
8374,52.0,25.0,30.0,41.0,
8375,59.0,30.0,39.0,56.0,
8376,26.0,14.0,16.0,13.0,
8377,38.0,17.0,22.0,22.0,
8378,2.0,2.0,2.0,2.0,
8379,6.0,3.0,2.0,2.0,
8382,4.0,2.0,1.0,1.0,
8383,4.0,2.0,1.0,2.0,
8392,97.0,57.0,75.0,66.0,
8393,170.0,88.0,102.0,103.0,
8394,9.0,4.0,5.0,3.0,
8395,21.0,8.0,9.0,9.0,
8396,19.0,7.0,6.0,8.0,
8397,39.0,14.0,15.0,22.0,
8398,27.0,12.0,16.0,13.0,
8399,44.0,19.0,20.0,27.0,
8400,95.0,55.0,70.0,68.0,
8401,168.0,79.0,90.0,102.0,
8402,11.0,5.0,9.0,11.0,
8403,28.0,13.0,13.0,14.0,
8404,14.0,4.0,5.0,6.0,
8405,28.0,11.0,14.0,17.0,
8406,3.0,0.0,0.0,0.0,
8407,2.0,0.0,0.0,0.0,
8408,108.0,67.0,85.0,82.0,
8409,197.0,93.0,109.0,118.0,
8410,6.0,2.0,4.0,2.0,
8411,10.0,4.0,7.0,5.0,
8412,4.0,0.0,,0.0,
8413,2.0,0.0,,0.0,
8416,6.0,3.0,3.0,3.0,
8417,17.0,7.0,8.0,10.0,
8418,44.0,27.0,59.0,28.0,
8419,95.0,44.0,72.0,51.0,
8420,2.0,0.0,0.0,0.0,
8421,2.0,0.0,0.0,0.0,
8422,2.0,0.0,0.0,0.0,
8423,2.0,1.0,1.0,1.0,
8424,1.0,0.0,0.0,0.0,
8425,1.0,0.0,0.0,2.0,
8426,1.0,0.0,0.0,1.0,
8427,2.0,1.0,1.0,1.0,
8430,1.0,0.0,0.0,0.0,
8431,4.0,1.0,0.0,1.0,
8432,23.0,12.0,14.0,12.0,
8433,35.0,18.0,19.0,21.0,
8434,20.0,13.0,11.0,12.0,
8435,33.0,16.0,18.0,20.0,
8436,40.0,23.0,29.0,27.0,
8437,56.0,34.0,38.0,48.0,
8440,1.0,,0.0,0.0,
8441,2.0,1.0,1.0,1.0,
8446,2.0,1.0,0.0,0.0,
8447,3.0,1.0,0.0,6.0,
8458,5.0,3.0,2.0,2.0,
8459,12.0,4.0,4.0,5.0,
8462,6.0,3.0,2.0,2.0,
8463,15.0,6.0,5.0,6.0,
8464,1.0,0.0,1.0,1.0,
8465,5.0,0.0,1.0,4.0,
8466,73.0,47.0,48.0,44.0,
8467,90.0,55.0,53.0,64.0,
8468,1.0,0.0,0.0,0.0,
8469,3.0,2.0,1.0,1.0,
8470,9.0,5.0,8.0,8.0,
8471,15.0,6.0,9.0,13.0,
8472,19.0,11.0,8.0,2.0,
8473,37.0,17.0,16.0,21.0,
8474,2.0,0.0,0.0,0.0,
8475,7.0,1.0,2.0,4.0,
8476,47.0,25.0,24.0,21.0,
8477,71.0,38.0,33.0,39.0,
8478,19.0,9.0,12.0,17.0,
8479,41.0,22.0,20.0,21.0,
8482,20.0,12.0,15.0,14.0,
8483,32.0,21.0,24.0,28.0,
8486,8.0,4.0,4.0,3.0,
8487,16.0,5.0,5.0,6.0,
8492,1.0,0.0,0.0,0.0,
8493,1.0,1.0,0.0,1.0,
8494,21.0,11.0,15.0,12.0,
8495,30.0,13.0,20.0,23.0,
8496,3.0,2.0,1.0,2.0,
8497,8.0,3.0,2.0,4.0,
8498,94.0,52.0,62.0,57.0,
8499,149.0,75.0,74.0,99.0,
8500,43.0,26.0,31.0,26.0,
8501,62.0,29.0,27.0,37.0,
8510,49.0,26.0,29.0,25.0,
8511,85.0,39.0,34.0,46.0,
8512,4.0,1.0,2.0,2.0,
8513,5.0,3.0,2.0,3.0,
8514,1.0,0.0,0.0,0.0,
8515,3.0,1.0,0.0,0.0,
8516,6.0,2.0,2.0,3.0,
8517,16.0,8.0,9.0,11.0,
8520,1.0,1.0,1.0,1.0,
8521,9.0,4.0,4.0,5.0,
8522,26.0,17.0,24.0,17.0,
8523,41.0,22.0,20.0,24.0,
8524,2.0,2.0,1.0,1.0,
8525,4.0,2.0,2.0,2.0,
8526,5.0,2.0,3.0,2.0,
8527,12.0,5.0,5.0,6.0,
8530,12.0,7.0,11.0,7.0,
8531,24.0,12.0,13.0,13.0,
8532,34.0,15.0,13.0,14.0,
8533,49.0,27.0,25.0,27.0,
8534,0.0,0.0,0.0,1.0,
8535,4.0,1.0,1.0,2.0,
8536,12.0,7.0,11.0,9.0,
8537,20.0,10.0,10.0,13.0,
8538,2.0,4.0,6.0,5.0,
8539,3.0,2.0,1.0,1.0,
8540,3.0,1.0,4.0,1.0,
8541,3.0,2.0,2.0,6.0,
8542,4.0,0.0,1.0,1.0,
8543,10.0,4.0,5.0,3.0,
8544,9.0,6.0,6.0,9.0,
8545,30.0,12.0,13.0,16.0,
8546,34.0,20.0,22.0,22.0,
8547,72.0,35.0,36.0,41.0,
8548,26.0,16.0,23.0,18.0,
8549,66.0,33.0,36.0,46.0,
8550,3.0,0.0,0.0,0.0,
8551,6.0,1.0,1.0,0.0,
8552,1.0,0.0,1.0,1.0,
8553,2.0,1.0,1.0,1.0,
8554,2.0,2.0,1.0,2.0,
8555,11.0,7.0,6.0,6.0,
8556,1.0,2.0,1.0,1.0,
8557,3.0,2.0,2.0,2.0,
8558,6.0,2.0,2.0,3.0,
8559,10.0,3.0,3.0,5.0,
8560,11.0,6.0,10.0,10.0,
8561,32.0,18.0,17.0,18.0,
8562,1.0,0.0,0.0,0.0,
8563,4.0,1.0,1.0,3.0,
8564,22.0,13.0,16.0,17.0,
8565,47.0,25.0,30.0,37.0,
8566,1.0,1.0,1.0,1.0,
8567,5.0,3.0,3.0,2.0,
8568,6.0,3.0,2.0,12.0,
8569,27.0,12.0,8.0,14.0,
8570,3.0,1.0,1.0,1.0,
8571,5.0,2.0,2.0,2.0,
8572,38.0,25.0,25.0,28.0,
8573,87.0,46.0,46.0,53.0,
8574,1.0,0.0,0.0,0.0,
8575,2.0,1.0,1.0,1.0,
8576,3.0,2.0,3.0,2.0,
8577,9.0,4.0,5.0,5.0,
8578,1.0,0.0,0.0,2.0,
8579,1.0,1.0,1.0,1.0,
8580,11.0,3.0,2.0,1.0,
8581,22.0,5.0,2.0,4.0,
8584,8.0,3.0,4.0,4.0,
8585,20.0,8.0,8.0,10.0,
8590,0.0,,,,
8591,1.0,,,,
8592,37.0,21.0,23.0,22.0,
8593,67.0,30.0,29.0,36.0,
8594,27.0,18.0,19.0,16.0,
8595,50.0,24.0,24.0,28.0,
8596,6.0,3.0,2.0,2.0,
8597,6.0,3.0,3.0,3.0,
8598,2.0,1.0,1.0,1.0,
8599,3.0,1.0,1.0,2.0,
8600,68.0,39.0,42.0,42.0,
8601,140.0,72.0,70.0,83.0,
8602,1.0,1.0,5.0,4.0,
8603,9.0,4.0,10.0,10.0,
8604,17.0,10.0,11.0,10.0,
8605,37.0,19.0,19.0,20.0,
8606,1.0,1.0,1.0,2.0,
8607,11.0,2.0,4.0,4.0,
8608,17.0,12.0,12.0,19.0,
8609,46.0,25.0,23.0,25.0,
8610,0.0,1.0,0.0,1.0,
8611,2.0,1.0,1.0,1.0,
8612,3.0,2.0,3.0,3.0,
8613,13.0,7.0,7.0,9.0,
8614,2.0,1.0,1.0,1.0,
8615,5.0,1.0,3.0,2.0,
8616,78.0,47.0,54.0,62.0,
8617,139.0,76.0,69.0,89.0,
8618,4.0,4.0,5.0,3.0,
8619,9.0,7.0,9.0,10.0,
8620,0.0,0.0,0.0,0.0,
8621,0.0,,0.0,0.0,
8622,0.0,1.0,0.0,0.0,
8623,2.0,1.0,2.0,1.0,
8624,7.0,4.0,5.0,4.0,
8625,14.0,7.0,8.0,9.0,
8628,1.0,0.0,2.0,6.0,
8629,2.0,1.0,6.0,14.0,
8630,3.0,1.0,1.0,2.0,
8631,12.0,5.0,5.0,8.0,
8632,7.0,5.0,4.0,4.0,
8633,21.0,13.0,11.0,13.0,
8634,,,,,
8635,,,,,
8642,7.0,3.0,4.0,5.0,
8643,10.0,6.0,5.0,8.0,
8648,2.0,2.0,2.0,2.0,
8649,9.0,4.0,3.0,4.0,
8656,5.0,3.0,3.0,3.0,
8657,10.0,5.0,5.0,8.0,
8658,31.0,14.0,20.0,18.0,
8659,53.0,27.0,22.0,28.0,
8662,7.0,4.0,4.0,4.0,
8663,14.0,7.0,6.0,6.0,
8666,4.0,2.0,2.0,2.0,
8667,8.0,3.0,2.0,3.0,
8668,0.0,0.0,0.0,0.0,
8669,0.0,0.0,0.0,0.0,
8670,1.0,0.0,0.0,0.0,
8671,6.0,3.0,0.0,0.0,
8672,3.0,1.0,1.0,1.0,
8673,4.0,2.0,2.0,2.0,
8674,4.0,1.0,2.0,1.0,
8675,7.0,3.0,2.0,2.0,
8676,1.0,1.0,1.0,0.0,
8677,4.0,2.0,2.0,2.0,
8678,47.0,22.0,26.0,18.0,
8679,76.0,38.0,38.0,40.0,
8680,11.0,1.0,2.0,2.0,
8681,31.0,11.0,10.0,11.0,
8684,3.0,1.0,2.0,1.0,
8685,8.0,4.0,6.0,6.0,
8694,9.0,5.0,6.0,3.0,
8695,21.0,11.0,12.0,14.0,
8696,31.0,14.0,18.0,13.0,
8697,55.0,28.0,27.0,27.0,
8698,2.0,1.0,2.0,1.0,
8699,5.0,2.0,3.0,3.0,
8702,0.0,0.0,0.0,1.0,
8703,0.0,0.0,0.0,2.0,
8704,0.0,0.0,0.0,1.0,
8705,3.0,1.0,0.0,0.0,
8706,3.0,1.0,2.0,1.0,
8707,7.0,3.0,4.0,4.0,
8708,3.0,1.0,2.0,1.0,
8709,7.0,3.0,4.0,4.0,
8710,7.0,5.0,4.0,5.0,
8711,9.0,6.0,6.0,7.0,
8712,20.0,12.0,12.0,9.0,
8713,29.0,15.0,17.0,17.0,
8714,25.0,15.0,15.0,15.0,
8715,50.0,23.0,28.0,31.0,
8716,2.0,2.0,2.0,3.0,
8717,2.0,4.0,3.0,7.0,
8718,2.0,1.0,1.0,1.0,
8719,2.0,1.0,1.0,2.0,
8720,3.0,0.0,1.0,1.0,
8721,4.0,1.0,2.0,2.0,
8722,2.0,1.0,2.0,1.0,
8723,3.0,2.0,2.0,2.0,
8724,12.0,7.0,8.0,6.0,
8725,22.0,10.0,10.0,13.0,
8726,1.0,0.0,0.0,1.0,
8727,3.0,1.0,1.0,2.0,
8728,2.0,0.0,1.0,0.0,
8729,2.0,1.0,1.0,1.0,
8730,4.0,2.0,2.0,2.0,
8731,20.0,12.0,9.0,10.0,
8732,4.0,1.0,1.0,3.0,
8733,4.0,2.0,8.0,10.0,
8734,6.0,3.0,3.0,2.0,
8735,10.0,6.0,5.0,5.0,
8736,3.0,6.0,9.0,9.0,
8737,2.0,9.0,15.0,18.0,
8738,14.0,8.0,5.0,5.0,
8739,38.0,22.0,20.0,21.0,
8740,3.0,1.0,1.0,1.0,
8741,4.0,1.0,2.0,2.0,
8742,36.0,10.0,8.0,11.0,
8743,74.0,19.0,12.0,15.0,
8744,2.0,0.0,3.0,1.0,
8745,2.0,1.0,2.0,3.0,
8746,1.0,0.0,0.0,2.0,
8747,1.0,0.0,0.0,4.0,
8748,18.0,8.0,8.0,7.0,
8749,23.0,12.0,11.0,12.0,
8750,1.0,0.0,0.0,,
8751,2.0,0.0,1.0,1.0,
8752,3.0,1.0,1.0,1.0,
8753,6.0,3.0,3.0,3.0,
8754,26.0,14.0,17.0,16.0,
8755,56.0,26.0,29.0,41.0,
8756,31.0,18.0,17.0,18.0,
8757,59.0,28.0,32.0,36.0,
8758,2.0,1.0,1.0,1.0,
8759,3.0,1.0,2.0,2.0,
8760,1.0,0.0,0.0,0.0,
8761,8.0,3.0,4.0,3.0,
8762,1.0,0.0,0.0,0.0,
8763,2.0,1.0,1.0,2.0,
8764,3.0,1.0,1.0,3.0,
8765,2.0,4.0,3.0,3.0,
8766,22.0,12.0,9.0,12.0,
8767,36.0,17.0,18.0,21.0,
8768,2.0,1.0,1.0,1.0,
8769,6.0,3.0,2.0,2.0,
8770,19.0,10.0,10.0,12.0,
8771,82.0,33.0,53.0,76.0,
8772,1.0,0.0,0.0,7.0,
8773,1.0,0.0,1.0,0.0,
8774,14.0,8.0,9.0,11.0,
8775,41.0,17.0,18.0,23.0,
8776,2.0,1.0,1.0,1.0,
8777,23.0,9.0,11.0,13.0,
8778,2.0,1.0,0.0,0.0,
8779,5.0,2.0,1.0,2.0,
8780,23.0,22.0,23.0,20.0,
8781,47.0,33.0,38.0,28.0,
8782,1.0,1.0,0.0,0.0,
8783,5.0,2.0,1.0,2.0,
8784,5.0,2.0,3.0,4.0,
8785,15.0,6.0,9.0,12.0,
8786,5.0,4.0,2.0,2.0,
8787,8.0,3.0,2.0,2.0,
8788,11.0,7.0,7.0,10.0,
8789,19.0,10.0,9.0,11.0,
8790,4.0,2.0,1.0,3.0,
8791,54.0,16.0,28.0,37.0,
8792,2.0,1.0,1.0,1.0,
8793,8.0,3.0,3.0,4.0,
8794,4.0,3.0,3.0,4.0,
8795,15.0,7.0,7.0,8.0,
8796,2.0,1.0,2.0,2.0,
8797,7.0,4.0,6.0,7.0,
8798,9.0,3.0,4.0,5.0,
8799,17.0,10.0,9.0,13.0,
8800,47.0,32.0,36.0,31.0,
8801,116.0,63.0,63.0,70.0,
8802,35.0,20.0,42.0,23.0,
8803,75.0,35.0,59.0,44.0,
8804,66.0,37.0,42.0,42.0,
8805,139.0,68.0,71.0,83.0,
8806,10.0,8.0,9.0,6.0,
8807,22.0,11.0,12.0,13.0,
8808,3.0,2.0,1.0,1.0,
8809,8.0,5.0,3.0,6.0,
8810,5.0,4.0,5.0,5.0,
8811,14.0,7.0,7.0,18.0,
8812,9.0,4.0,5.0,5.0,
8813,14.0,6.0,7.0,8.0,
8814,8.0,11.0,4.0,5.0,
8815,21.0,11.0,10.0,12.0,
8816,5.0,2.0,3.0,3.0,
8817,8.0,4.0,3.0,5.0,
8818,35.0,17.0,18.0,21.0,
8819,49.0,26.0,27.0,30.0,
8820,34.0,15.0,14.0,15.0,
8821,89.0,27.0,22.0,32.0,
8822,61.0,37.0,41.0,40.0,
8823,112.0,57.0,58.0,76.0,
8824,2.0,1.0,1.0,1.0,
8825,10.0,4.0,5.0,7.0,
8826,66.0,37.0,83.0,47.0,
8827,166.0,75.0,134.0,95.0,
8828,13.0,7.0,8.0,8.0,
8829,33.0,15.0,17.0,22.0,
8830,22.0,8.0,11.0,7.0,
8831,144.0,42.0,57.0,36.0,
8832,3.0,2.0,2.0,2.0,
8833,8.0,4.0,4.0,7.0,
8834,8.0,7.0,8.0,7.0,
8835,32.0,22.0,26.0,27.0,
8836,8.0,4.0,5.0,4.0,
8837,17.0,9.0,9.0,9.0,
8838,3.0,1.0,1.0,1.0,
8839,6.0,3.0,2.0,3.0,
8840,9.0,6.0,5.0,5.0,
8841,36.0,17.0,15.0,16.0,
8842,1.0,0.0,1.0,1.0,
