"NoName","X","Y","StopID","NextRide","Location","Juris","WaterFountain","ADA","Type_","ATIS_ID","Direction","Long","Lat","Routes","Zip","City","Address","State","AUTO_UNIQUE_ID_2020-07-27_pwewiora08_filter_bus_1000","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedAPN","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4"
"1478","-111.667551216408","33.4186975878671","9435.0","18299.0","N SOSSAMAN RD & E BILLINGS ST","Mesa","No","Yes","Standard","12049.0","Southbound","-111.667551216408","33.4186975878671","30","","","","",704,"1",500.0034,"","AggieReverseGeocoder","",4.01,"21816021A","130 N SOSSAMAN RD","Mesa","AZ","85207","8312"
"1479","-111.66794197843201","33.4155286486374","9436.0","18298.0","MAIN ST & SOSSAMAN RD","Mesa","No","Yes","Standard","11949.0","Westbound","-111.66794197843201","33.4155286486374","30","","","","",705,"1",718.7528,"","AggieReverseGeocoder","",4.01,"21816035","7464 E MAIN ST","Mesa","AZ","85207","8306"
"1480","-111.672117323764","33.415536265861604","9437.0","18297.0","E MAIN ST & N 74TH ST","Mesa","No","Yes","Standard","12051.0","Westbound","-111.672117323764","33.415536265861604","30","","","","",706,"1",718.7862,"","AggieReverseGeocoder","",4.01,"21817030","7260 E MAIN ST","Mesa","AZ","85207","8302"
"1481","-111.675715252054","33.4155506539197","9438.0","18296.0","E MAIN ST NS N SUNVALLEY BLVD","Mesa","No","Yes","Standard","12052.0","Westbound","-111.675715252054","33.4155506539197","30","","","","",707,"1",718.7733,"","AggieReverseGeocoder","",4.01,"21817027E","7260 E MAIN ST","Mesa","AZ","85207","8302"
"1482","-111.685050584932","33.4230724420685","6074.0","12131.0","UNIVERSITY DR & POWER RD","Mesa","No","Yes","Standard","6088.0","Westbound","-111.685050584932","33.4230724420685","30","","","","",708,"1",749.9844,"","AggieReverseGeocoder","",4.01,"14162012C","6758 E UNIVERSITY DR","Mesa","AZ","85205","7608"
"1488","-111.71986028935","33.422976631587304","6064.0","12137.0","UNIVERSITY DR & HIGLEY RD","Mesa","No","Yes","Standard","6078.0","Westbound","-111.71986028935","33.422976631587304","30","","","","",709,"1",640.6401,"","AggieReverseGeocoder","",4.01,"14016004H","5122 E UNIVERSITY DR","Mesa","AZ","85205","7209"
"1489","-111.722323820063","33.4229511173672","6078.0","12138.0","UNIVERSITY DR & ST PAUL","Mesa","No","Yes","Standard","6092.0","Westbound","-111.722323820063","33.4229511173672","30","","","","",710,"1",625.0005,"","AggieReverseGeocoder","",4.01,"14016475","5028 E UNIVERSITY DR","Mesa","AZ","85205","7210"
"1490","-111.727855611043","33.4229406607658","6077.0","12139.0","UNIVERSITY DR & ROANOKE","Mesa","No","Yes","Standard","6091.0","Westbound","-111.727855611043","33.4229406607658","30","","","","",711,"1",656.2493,"","AggieReverseGeocoder","",4.01,"14015138","4763 E CABALLERO ST","Mesa","AZ","85205","7140"
"1491","-111.734499399512","33.422936210376","6075.0","12140.0","UNIVERSITY DR & QUINN","Mesa","No","Yes","Standard","6089.0","Westbound","-111.734499399512","33.422936210376","30","","","","",712,"1",187.5003,"","AggieReverseGeocoder","",4.01,"14015281","4412 E UNIVERSITY DR","Mesa","AZ","85205","7114"
"1492","-111.73719015103902","33.4229546572807","6060.0","12141.0","UNIVERSITY DR & GREENFIELD RD","Mesa","No","Yes","Standard","6074.0","Westbound","-111.73719015103902","33.4229546572807","30","","","","",713,"1",437.5165,"","AggieReverseGeocoder","",4.01,"14014003L","4320 E UNIVERSITY DR","Mesa","AZ","85205","7004"
"1493","-111.742181734413","33.4228839284177","6073.0","12142.0","UNIVERSITY DR & NORFOLK","Mesa","No","Yes","Standard","6087.0","Westbound","-111.742181734413","33.4228839284177","30","","","","",714,"1",421.8778,"","AggieReverseGeocoder","",4.01,"14014444","400 N NORFOLK","Mesa","AZ","85205","9329"
"1494","-111.744891943533","33.4228694478581","6072.0","12143.0","UNIVERSITY DR & NASSAU","Mesa","No","Yes","Standard","6086.0","Westbound","-111.744891943533","33.4228694478581","30","","","","",715,"1",468.752,"","AggieReverseGeocoder","",4.01,"14019001A","4001 E UNIVERSITY DR","Mesa","AZ","85205","7005"
"1495","-111.74858123371","33.422873157283696","6070.0","12144.0","UNIVERSITY DR & MAPLE","Mesa","No","Yes","Standard","6084.0","Westbound","-111.74858123371","33.422873157283696","30","","","","",716,"1",671.8815,"","AggieReverseGeocoder","",4.01,"14073200B","3810 E UNIVERSITY DR","Mesa","AZ","85205","6910"
"1496","-111.75436845585199","33.4228646243039","6080.0","12145.0","UNIVERSITY DR & VAL VISTA DR","Mesa","No","Yes","Standard","6094.0","Westbound","-111.75436845585199","33.4228646243039","30","","","","",717,"1",656.2571,"","AggieReverseGeocoder","",4.01,"14012008A","406 N VAL VISTA DR","Mesa","AZ","85213","7002"
"1497","-111.760095641862","33.4228390721481","6103.0","16615.0","UNIVERSITY DR & CRESTON","Mesa","No","Yes","Standard","6117.0","Westbound","-111.760095641862","33.4228390721481","30","","","","",718,"1",749.9975,"","AggieReverseGeocoder","",4.01,"14012005G","3320 E UNIVERSITY DR","Mesa","AZ","85213","8670"
"1498","-111.766531492957","33.4228097771851","6069.0","16633.0","UNIVERSITY DR & LOS ALAMOS","Mesa","No","Yes","Standard","6083.0","Westbound","-111.766531492957","33.4228097771851","30","","","","",719,"1",734.378,"","AggieReverseGeocoder","",4.01,"14011381","3005 E CICERO ST","Mesa","AZ","85213","7889"
"1499","-111.77800773853399","33.422778288817604","6054.0","12149.0","UNIVERSITY DR & 25TH ST","Mesa","No","Yes","Standard","6068.0","Westbound","-111.77800773853399","33.422778288817604","30","","","","",720,"1",578.13,"","AggieReverseGeocoder","",4.01,"14009352","2406 E UNIVERSITY DR","Mesa","AZ","85213","8459"
"1500","-111.78179010103001","33.4227656665647","6053.0","12150.0","UNIVERSITY DR & 23RD ST","Mesa","No","Yes","Standard","6067.0","Westbound","-111.78179010103001","33.4227656665647","30","","","","",721,"1",593.7642,"","AggieReverseGeocoder","",4.01,"14009114","2260 E UNIVERSITY DR","Mesa","AZ","85213","8336"
"1501","-111.78938086136499","33.4228228170816","6059.0","12151.0","UNIVERSITY DR & GILBERT RD","Mesa","No","Yes","Standard","6073.0","Westbound","-111.78938086136499","33.4228228170816","30","","","","",722,"1",812.4981,"","AggieReverseGeocoder","",4.01,"13701227","1900 E UNIVERSITY DR","Mesa","AZ","85203","8242"
"1502","-111.793878179895","33.4226577314277","6061.0","12152.0","UNIVERSITY DR & HALL ST","Mesa","No","Yes","Standard","6075.0","Westbound","-111.793878179895","33.4226577314277","30","","","","",723,"1",812.5012,"","AggieReverseGeocoder","",4.01,"13737057","1722 E UNIVERSITY DR","Mesa","AZ","85203","8210"
"1503","-111.79894541471201","33.4225905063898","6067.0","12153.0","UNIVERSITY DR & HUNT DR","Mesa","No","Yes","Standard","6081.0","Westbound","-111.79894541471201","33.4225905063898","30","","","","",724,"1",812.5034,"","AggieReverseGeocoder","",4.01,"13739057","408 N HUNT DR","Mesa","AZ","85203","7308"
"1504","-111.80611861938101","33.4224945995649","6079.0","12154.0","UNIVERSITY DR & STAPLEY DR","Mesa","No","Yes","Standard","6093.0","Westbound","-111.80611861938101","33.4224945995649","30","","","","",725,"1",593.752,"","AggieReverseGeocoder","",4.01,"13705024A","1134 E UNIVERSITY DR","Mesa","AZ","85203","8027"
"1505","-111.809374384637","33.4224827225998","6071.0","12155.0","UNIVERSITY DR & MILLER ST","Mesa","No","Yes","Standard","6085.0","Westbound","-111.809374384637","33.4224827225998","30","","","","",726,"1",593.7555,"","AggieReverseGeocoder","",4.01,"13705023A","1010 E UNIVERSITY DR","Mesa","AZ","85203","8055"
"1506","-111.814343373911","33.4224741319705","6066.0","12156.0","UNIVERSITY DR & HORNE RD","Mesa","No","Yes","Standard","6080.0","Westbound","-111.814343373911","33.4224741319705","30","","","","",727,"1",578.1083,"","AggieReverseGeocoder","",4.01,"13713077A","750 E UNIVERSITY DR","Mesa","AZ","85203","7929"
"1507","-111.818288430058","33.422451969219104","6065.0","12157.0","UNIVERSITY DR & HOBSON","Mesa","No","Yes","Standard","6079.0","Westbound","-111.818288430058","33.422451969219104","30","","","","",728,"1",593.7701,"","AggieReverseGeocoder","",4.01,"13713054","600 E UNIVERSITY DR","Mesa","AZ","85203","7927"
"1508","-111.823729648213","33.4224421129202","6051.0","16733.0","UNIVERSITY DR & POMEROY","Mesa","No","Yes","Standard","6065.0","Westbound","-111.823729648213","33.4224421129202","30","","","","",729,"1",781.228,"","AggieReverseGeocoder","",4.01,"13715001V","320 E UNIVERSITY DR","Globe","AZ","85201","5933"
"1509","-111.82684286845699","33.4224165246342","6063.0","12159.0","UNIVERSITY DR & HIBBERT","Mesa","No","Yes","Standard","6077.0","Westbound","-111.82684286845699","33.4224165246342","30","","","","",730,"1",765.6282,"","AggieReverseGeocoder","",4.01,"13715005","443 N PASADENA","Globe","AZ","85201","5937"
"1510","-111.831098121693","33.4224282325315","9371.0","11672.0","UNIVERSITY & CENTER","Mesa","No","Yes","Standard","11893.0","Westbound","-111.831098121693","33.4224282325315","30","","","","",731,"1",781.2499,"","AggieReverseGeocoder","",4.01,"13725160","18 E UNIVERSITY DR","Globe","AZ","85201","5934"
"1511","-111.840483384142","33.4225159440506","7098.0","16642.0","UNIVERSITY DR & COUNTRY CLUB DR","Mesa","No","Yes","Standard","7112.0","Westbound","-111.840483384142","33.4225159440506","30","","","","",732,"1",718.7515,"","AggieReverseGeocoder","",4.01,"13525001A","406 N COUNTRY CLUB DR","Globe","AZ","85201","5706"
"1512","-111.844376450553","33.4224314585351","7099.0","12161.0","UNIVERSITY DR & DATE","Mesa","No","Yes","Standard","7113.0","Westbound","-111.844376450553","33.4224314585351","30","","","","",733,"1",484.3732,"","AggieReverseGeocoder","",4.01,"13526048K","602 W UNIVERSITY DR","Globe","AZ","85201","5611"
"1513","-111.848799144567","33.422400627298","7101.0","12162.0","UNIVERSITY DR & EXTENSION RD","Mesa","No","Yes","Standard","7115.0","Westbound","-111.848799144567","33.422400627298","30 | BUZZ","","","","",734,"1",484.3708,"","AggieReverseGeocoder","",4.01,"13527004K","816 W UNIVERSITY DR","Globe","AZ","85201","5519"
"1514","-111.852707409425","33.4223132123695","7104.0","12163.0","UNIVERSITY DR & WESTWOOD","Mesa","No","Yes","Standard","7118.0","Westbound","-111.852707409425","33.4223132123695","30","","","","",735,"1",499.9988,"","AggieReverseGeocoder","",4.01,"13530076F","1010 W UNIVERSITY DR","Globe","AZ","85201","5500"
"1515","-111.857158688111","33.422300185134","7097.0","12164.0","UNIVERSITY DR & ALMA SCHOOL RD","Mesa","No","Yes","Standard","7111.0","Westbound","-111.857158688111","33.422300185134","30","","","","",736,"1",218.7529,"","AggieReverseGeocoder","",4.01,"13532020E","1202 W UNIVERSITY DR","Globe","AZ","85201","5418"
"1516","-111.860721584476","33.4222548904147","7115.0","12165.0","UNIVERSITY DR & STANDAGE","Mesa","No","Yes","Standard","7129.0","Westbound","-111.860721584476","33.4222548904147","30","","","","",737,"1",734.3771,"","AggieReverseGeocoder","",4.01,"13531159B","1348 W UNIVERSITY DR","Globe","AZ","85201","5467"
"1517","-111.86569877698999","33.422245912692","7102.0","12166.0","UNIVERSITY DR & LONGMORE RD","Mesa","No","Yes","Standard","7116.0","Westbound","-111.86569877698999","33.422245912692","30","","","","",738,"1",734.3731,"","AggieReverseGeocoder","",4.01,"13564116","1609 W UNIVERSITY DR","Globe","AZ","85201","5331"
"1518","-111.875229605","33.4222545471905","7100.0","12168.0","UNIVERSITY DR & DOBSON RD","Mesa","No","Yes","Standard","7114.0","Westbound","-111.875229605","33.4222545471905","30","","","","",739,"1",859.4041,"","AggieReverseGeocoder","",4.01,"13537001G","430 N DOBSON RD","Globe","AZ","85201","5276"
"1519","-111.87931020186501","33.422226035455196","7103.0","12169.0","UNIVERSITY DR & MAY ST","Mesa","No","Yes","Standard","7117.0","Westbound","-111.87931020186501","33.422226035455196","30","","","","",740,"1",796.8496,"","AggieReverseGeocoder","",4.01,"13537003H","2340 W UNIVERSITY DR","Globe","AZ","85201","5209"
"1520","-111.88337789709","33.4222387626028","6090.0","12170.0","UNIVERSITY DR & EVERGREEN RD","Tempe","No","Yes","Standard","6104.0","Westbound","-111.88337789709","33.4222387626028","30 | MERC","","","","",741,"1",609.3784,"","AggieReverseGeocoder","",4.01,"13543001A","2531 E UNIVERSITY DR","Mesa","AZ","85281","3112"
"1521","-111.888140946977","33.4221776107959","6050.0","12171.0","UNIVERSITY DR & GEORGE DR","Tempe","No","Yes","Standard","6064.0","Westbound","-111.888140946977","33.4221776107959","30","","","","",742,"1",625.0027,"","AggieReverseGeocoder","",4.01,"13539014H","2340 E UNIVERSITY DR","Mesa","AZ","85281","4726"
"1522","-111.892593841127","33.4222156311801","6095.0","12172.0","UNIVERSITY DR & PRICE RD","Tempe","No","Yes","Standard","6109.0","Westbound","-111.892593841127","33.4222156311801","30","","","","",743,"1",578.1476,"","AggieReverseGeocoder","",4.01,"13237152B","2174 E UNIVERSITY DR","Mesa","AZ","85281","4607"
"1523","-111.895804859598","33.4222185454596","6096.0","12173.0","UNIVERSITY DR & RIVER DR","Tempe","No","Yes","Standard","6110.0","Westbound","-111.895804859598","33.4222185454596","30","","","","",744,"1",578.1072,"","AggieReverseGeocoder","",4.01,"13237150H","2090 E UNIVERSITY DR","Mesa","AZ","85281","4684"
"1524","-111.9008720594","33.4222332922168","6098.0","12174.0","UNIVERSITY DR & SMITH RD","Tempe","No","Yes","Standard","6112.0","Westbound","-111.9008720594","33.4222332922168","30","","","","",745,"1",843.7513,"","AggieReverseGeocoder","",4.01,"13239004B","1998 E UNIVERSITY DR","Mesa","AZ","85281","4553"
"1525","-111.90537903719299","33.42214827632439","6094.0","12175.0","UNIVERSITY DR & PERRY LN","Tempe","No","Yes","Standard","6108.0","Westbound","-111.90537903719299","33.42214827632439","30","","","","",746,"1",843.7537,"","AggieReverseGeocoder","",4.01,"13240022","1862 E UNIVERSITY DR","Mesa","AZ","85281","4242"
"1526","-111.918052587726","33.4221362475154","6089.0","12177.0","UNIVERSITY DR & DORSEY LN","Tempe","No","Yes","Standard","6103.0","Westbound","-111.918052587726","33.4221362475154","30 | 62 | FSHB","","","","",747,"1",843.7518,"","AggieReverseGeocoder","",4.01,"13273489","1275 E UNIVERSITY DR","Mesa","AZ","85281","5193"
"1527","-111.93535060502501","33.422040091533106","6088.0","12182.0","UNIVERSITY DR & COLLEGE AVE","Tempe","No","Yes","Standard","6102.0","Westbound","-111.93535060502501","33.422040091533106","30 | VENU","","","","",748,"1",765.6261,"","AggieReverseGeocoder","",4.01,"13227127","230 E UNIVERSITY DR","Mesa","AZ","85281","3730"
"1528","-111.951778131002","33.4290228056699","989.0","14159.0","1ST ST & HARDY DR","Tempe","No","Yes","Standard","1005.0","Eastbound","-111.951778131002","33.4290228056699","62","","","","",749,"1",671.8762,"","AggieReverseGeocoder","",4.01,"12431105","845 W 1ST ST","Mesa","AZ","85281","2648"
"1529","-111.94981403160601","33.429029420888","990.0","14160.0","1ST ST & MCKEMY ST","Tempe","No","Yes","Standard","1006.0","Eastbound","-111.94981403160601","33.429029420888","62","","","","",750,"1",656.2779,"","AggieReverseGeocoder","",4.01,"12431128","103 S MCKEMY ST","Mesa","AZ","85281","2672"
"1530","-111.947558029286","33.4290502573559","991.0","14161.0","1ST ST & ROOSEVELT ST","Tempe","No","Yes","Standard","1007.0","Eastbound","-111.947558029286","33.4290502573559","62","","","","",751,"1",749.9992,"","AggieReverseGeocoder","",4.01,"12424031A","600 W 1ST ST","Mesa","AZ","85281","3595"
"1531","-111.94484577488998","33.4290443261533","992.0","14162.0","1ST ST & FARMER AVE","Tempe","No","Yes","Standard","1008.0","Eastbound","-111.94484577488998","33.4290443261533","62","","","","",752,"1",750.0032,"","AggieReverseGeocoder","",4.01,"12432930","411 W 1ST ST","Mesa","AZ","85281","2703"
"1532","-111.97437194181101","33.3780561105023","9466.0","18450.0","Baseline Rd - Calle Los Cerros","Tempe","No","Yes","Standard","","Eastbound","-111.97437194181101","33.3780561105023","32| 48 | 77","","","","",753,"1",546.8728,"","AggieReverseGeocoder","",4.01,"12322610","2420 W BASELINE RD","Mesa","AZ","85283","1040"
"1533","-111.969444483017","33.4223719221504","9563.0","13275.0","52ND ST & UNIVERSITY DR","Tempe","No","Yes","Standard","","Northbound","-111.969444483017","33.4223719221504","48","","","","",754,"1",374.9752,"","AggieReverseGeocoder","",4.01,"12438243","1910 W UNIVERSITY DR","Mesa","AZ","85281","3262"
"1534","-111.96325814593","33.3232674260074","9462.0","18442.0","Priest Dr & Orchid Ln","Tempe","No","Yes","Standard","12037.0","Southbound","-111.96325814593","33.3232674260074","56","","","","",755,"1",328.1245,"","AggieReverseGeocoder","",4.01,"30159519","1100 N PRIEST DR","Florence","AZ","85226","1004"
"1538","-111.96296757814301","33.3237887288908","9463.0","18432.0","Priest Dr & Orchid Ln","Tempe","No","Yes","Standard","12028.0","Northbound","-111.96296757814301","33.3237887288908","56","","","","",756,"1",312.5289,"","AggieReverseGeocoder","",4.01,"30160336","9690 S DARROW DR","Tempe","AZ","85284","5100"
"1539","-111.926118452036","33.411818329366696","9669.0","16962.0","Rural Rd - Spence Ave","Tempe","No","Yes","Standard","","Northbound","-111.926118452036","33.411818329366696","72 | MARS","","","","",757,"1",640.6271,"","AggieReverseGeocoder","",4.01,"13310063","1480 S RURAL RD","Mesa","AZ","85281","6892"
"1540","-111.90333290159201","33.4219525888302","6094.0","12175.0","University Dr & Perry Ln","Tempe","No","Yes","Standard","6108.0","Eastbound","-111.90333290159201","33.4219525888302","30","","","","",758,"1",843.7525,"","AggieReverseGeocoder","",4.01,"13239009C","1932 E UNIVERSITY DR","Mesa","AZ","85281","4603"
"1541","-111.673895469132","33.4223099567117","9489.0","10454.0","UNIVERSITY DR &  SUNVALLEY BLVD","Mesa","No","Yes","Standard","","Eastbound","-111.673895469132","33.4223099567117","30","","","","",759,"1",703.1218,"","AggieReverseGeocoder","",4.01,"21816302","7353 E UNIVERSITY DR","Mesa","AZ","85207","6500"
"1542","-111.80156548581101","33.4225564460915","9670.0","15174.0","University Dr & Lazona Dr","Mesa","No","Yes","Standard","","Westbound","-111.80156548581101","33.4225564460915","30","","","","",760,"1",796.8777,"","AggieReverseGeocoder","",4.01,"13806140D","1411 E UNIVERSITY DR","Mesa","AZ","85203","8130"
"1543","-111.83756826998001","33.4224803190796","9671.0","15175.0","University Dr & Robson","Mesa","No","Yes","Standard","","Westbound","-111.83756826998001","33.4224803190796","30","","","","",761,"1",718.7513,"","AggieReverseGeocoder","",4.01,"13727079B","314 W UNIVERSITY DR","Globe","AZ","85201","5821"
"1544","-111.944038516446","33.4255684534695","7720.0","14171.0","5TH ST & FARMER AVE","Tempe","No","Yes","Standard","7734.0","Westbound","-111.944038516446","33.4255684534695","48 | 62 | VENU","","","","",762,"1",781.2587,"","AggieReverseGeocoder","",4.01,"12433001A","401 W 5TH ST","Mesa","AZ","85281","2768"
