"NoName","X","Y","StopID","NextRide","Location","Juris","WaterFountain","ADA","Type_","ATIS_ID","Direction","Long","Lat","Routes","Zip","City","Address","State","AUTO_UNIQUE_ID_2020-07-27_pwewiora08_filter_bus_1000","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedAPN","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4"
"1388","-111.918224442195","33.3784799865605","6280.0","14980.0","BASELINE RD & DORSEY LN","Tempe","No","Yes","Standard","6294.0","Westbound","-111.918224442195","33.3784799865605","77","","","","",619,"1",1046.8752,"","AggieReverseGeocoder","",4.01,"13338003B","1250 E BASELINE RD","Mesa","AZ","85283","1436"
"1389","-111.920868848146","33.3784596673387","6284.0","18155.0","BASELINE RD & LAKESHORE DR","Tempe","No","Yes","Standard","6298.0","Westbound","-111.920868848146","33.3784596673387","77","","","","",620,"1",1046.9553,"","AggieReverseGeocoder","",4.01,"13338001K","5120 S LAKESHORE DR","Tempe","AZ","85282","7129"
"1390","-111.926073589613","33.3783975543194","6292.0","18154.0","BASELINE RD & JENTILLY LN","Tempe","No","Yes","Standard","6306.0","Westbound","-111.926073589613","33.3783975543194","77","","","","",621,"1",1374.9591,"","AggieReverseGeocoder","",4.01,"13338001M","1030 E BASELINE RD","Mesa","AZ","85283","1300"
"1391","-111.929440975415","33.378399348132504","5375.0","14981.0","BASELINE RD & RURAL RD","Tempe","No","Yes","Standard","5389.0","Westbound","-111.929440975415","33.378399348132504","77","","","","",622,"1",1421.8763,"","AggieReverseGeocoder","",4.01,"13341496B","808 E BASELINE RD","Mesa","AZ","85283","1207"
"1392","-111.93594780524299","33.3783684259457","5371.0","14983.0","BASELINE RD & COLLEGE AVE","Tempe","No","Yes","Standard","5385.0","Westbound","-111.93594780524299","33.3783684259457","77","","","","",623,"1",968.7505,"","AggieReverseGeocoder","",4.01,"13341605A","220 E BASELINE RD","Mesa","AZ","85283","1202"
"1393","-111.93981106683998","33.3783725051479","6286.0","14251.0","BASELINE RD & MILL AVE","Tempe","No","Yes","Standard","6300.0","Westbound","-111.93981106683998","33.3783725051479","65 | 66 | 77","","","","",624,"1",1093.7514,"","AggieReverseGeocoder","",4.01,"13341003N","5124 S MILL AVE","Tempe","AZ","85282","6809"
"1394","-111.941859273737","33.3783568971755","6275.0","14252.0","BASELINE RD & ASH AVE","Tempe","No","Yes","Standard","6289.0","Westbound","-111.941859273737","33.3783568971755","65 | 77","","","","",625,"1",984.3827,"","AggieReverseGeocoder","",4.01,"13341625","5030 S MILL AVE","Tempe","AZ","85282","6833"
"1395","-111.94624803431101","33.3783237729181","6283.0","14984.0","BASELINE RD & KYRENE RD","Tempe","No","Yes","Standard","6297.0","Westbound","-111.94624803431101","33.3783237729181","77","","","","",626,"1",281.2449,"","AggieReverseGeocoder","",4.01,"12354009A","616 W BASELINE RD","Mesa","AZ","85283","1105"
"1396","-111.94812565531099","33.3783435222419","6289.0","14985.0","BASELINE RD & ROOSEVELT ST","Tempe","No","Yes","Standard","6303.0","Westbound","-111.94812565531099","33.3783435222419","77","","","","",627,"1",625.0019,"","AggieReverseGeocoder","",4.01,"12354209","750 W BASELINE RD","Mesa","AZ","85283","5903"
"1397","-111.95295883869301","33.37836081459","6282.0","14986.0","BASELINE RD & HARDY DR","Tempe","No","Yes","Standard","6296.0","Westbound","-111.95295883869301","33.37836081459","77","","","","",628,"1",625.0022,"","AggieReverseGeocoder","",4.01,"12352003B","5038 S HARDY DR","Tempe","AZ","85282","6626"
"1398","-111.95513225528299","33.3783657399124","6295.0","14987.0","BASELINE RD & TERRY LN","Tempe","No","Yes","Standard","6309.0","Westbound","-111.95513225528299","33.3783657399124","77","","","","",629,"1",640.6314,"","AggieReverseGeocoder","",4.01,"12352003B","5038 S HARDY DR","Tempe","AZ","85282","6626"
"1399","-111.957628547831","33.3783803984091","6293.0","14988.0","TERRY LN & BECK AVE","Tempe","No","Yes","Standard","6307.0","Westbound","-111.957628547831","33.3783803984091","77","","","","",630,"1",703.1663,"","AggieReverseGeocoder","",4.01,"12351231","1222 W BASELINE RD","Mesa","AZ","85283","5362"
"1400","-111.96059269122499","33.3783962514034","6271.0","14989.0","BASELINE RD & DARROW DR","Tempe","No","Yes","Standard","6285.0","Westbound","-111.96059269122499","33.3783962514034","77","","","","",631,"1",640.4502,"","AggieReverseGeocoder","",4.01,"12351002D","1330 W BASELINE RD","Mesa","AZ","85283","1116"
"1401","-111.93702155253901","33.4220398538547","6091.0","12183.0","UNIVERSITY DR & FOREST AVE","Tempe","No","Yes","Standard","6105.0","Westbound","-111.93702155253901","33.4220398538547","30 | VENU","","","","",632,"1",1328.1196,"","AggieReverseGeocoder","",4.01,"13227129B","130 E UNIVERSITY DR","Mesa","AZ","85281","3738"
"1402","-111.940647088837","33.4220408488807","7112.0","12184.0","UNIVERSITY DR & MILL AVE","Tempe","No","Yes","Standard","7126.0","Westbound","-111.940647088837","33.4220408488807","30","","","","",633,"1",1515.6133,"","AggieReverseGeocoder","",4.01,"13230143","150 W UNIVERSITY DR","Mesa","AZ","85281","3640"
"1403","-111.94468053608101","33.4220139794559","7108.0","12185.0","UNIVERSITY DR & FARMER AVE","Tempe","No","Yes","Standard","7122.0","Westbound","-111.94468053608101","33.4220139794559","30","","","","",634,"1",1343.7472,"","AggieReverseGeocoder","",4.01,"12433073","404 W UNIVERSITY DR","Mesa","AZ","85281","5543"
"1404","-111.947615003293","33.422015099903","7114.0","12186.0","UNIVERSITY DR & ROOSEVELT ST","Tempe","No","Yes","Standard","7128.0","Westbound","-111.947615003293","33.422015099903","30","","","","",635,"1",1078.127,"","AggieReverseGeocoder","",4.01,"12469051A","603 W UNIVERSITY DR","Mesa","AZ","85281","3409"
"1405","-111.952566400537","33.4220344897023","7110.0","12187.0","UNIVERSITY DR & HARDY DR","Tempe","No","Yes","Standard","7124.0","Westbound","-111.952566400537","33.4220344897023","30","","","","",636,"1",1359.3862,"","AggieReverseGeocoder","",4.01,"12436027","1002 W UNIVERSITY DR","Mesa","AZ","85281","3490"
"1406","-111.956720578072","33.4220352539865","7106.0","12188.0","UNIVERSITY DR & BECK AVE","Tempe","No","Yes","Standard","7120.0","Westbound","-111.956720578072","33.4220352539865","30 | VENU","","","","",637,"1",999.9709,"","AggieReverseGeocoder","",4.01,"12437181","1209 W UNIVERSITY DR","Mesa","AZ","85281","3317"
"1407","-111.961319087487","33.422092663636306","7113.0","12189.0","UNIVERSITY DR & PRIEST DR","Tempe","No","Yes","Standard","7127.0","Westbound","-111.961319087487","33.422092663636306","30 | VENU","","","","",638,"1",468.7482,"","AggieReverseGeocoder","",4.01,"12472200C","1410 W UNIVERSITY DR","Mesa","AZ","85281","3226"
"1408","-111.965521095091","33.4220737915241","7111.0","12190.0","UNIVERSITY DR & LINDON LN","Tempe","No","Yes","Standard","7125.0","Westbound","-111.965521095091","33.4220737915241","30","","","","",639,"1",749.9689,"","AggieReverseGeocoder","",4.01,"12438001E","1860 W UNIVERSITY DR","Mesa","AZ","85281","3247"
"1409","-111.96992833921499","33.4220539866968","7105.0","12191.0","UNIVERSITY DR & 52ND ST","Tempe","No","Yes","Standard","7119.0","Westbound","-111.96992833921499","33.4220539866968","30","","","","",640,"1",562.5284,"","AggieReverseGeocoder","",4.01,"12439062","2000 W UNIVERSITY DR","Mesa","AZ","85281","7235"
"1410","-111.97589697906099","33.4220405293884","7116.0","12192.0","UNIVERSITY DR & 48TH ST","Tempe","No","Yes","Standard","7130.0","Westbound","-111.97589697906099","33.4220405293884","30","","","","",641,"1",984.3135,"","AggieReverseGeocoder","",4.01,"12439100","637 S 48TH ST","Mesa","AZ","85281","2328"
"1411","-111.975727238649","33.4217711851429","1787.0","12050.0","UNIVERSITY DR & 48TH ST","Tempe","No","Yes","Standard","1803.0","Eastbound","-111.975727238649","33.4217711851429","30","","","","",642,"1",906.2283,"","AggieReverseGeocoder","",4.01,"12456034","2405 W UNIVERSITY DR","Mesa","AZ","85281","2301"
"1412","-111.969109693083","33.4218127639932","1788.0","12051.0","UNIVERSITY DR & 52ND ST","Tempe","No","Yes","Standard","1804.0","Eastbound","-111.969109693083","33.4218127639932","30","","","","",643,"1",656.2515,"","AggieReverseGeocoder","",4.01,"12460006E","1775 W UNIVERSITY DR","Mesa","AZ","85281","3250"
"1413","-111.96548570368601","33.4218379597905","1791.0","12052.0","UNIVERSITY DR & EDWARD DR","Tempe","No","Yes","Standard","1807.0","Eastbound","-111.96548570368601","33.4218379597905","30","","","","",644,"1",781.2496,"","AggieReverseGeocoder","",4.01,"12460028","1615 W UNIVERSITY DR","Mesa","AZ","85281","3257"
"1414","-111.960447187194","33.4218142508279","1795.0","12053.0","UNIVERSITY DR & PRIEST DR","Tempe","No","Yes","Standard","1811.0","Eastbound","-111.960447187194","33.4218142508279","30 | VENU","","","","",645,"1",765.626,"","AggieReverseGeocoder","",4.01,"12474200D","1335 W UNIVERSITY DR","Mesa","AZ","85281","3353"
"1415","-111.956166266369","33.4218113298651","1790.0","12054.0","UNIVERSITY DR & BECK AVE","Tempe","No","Yes","Standard","1806.0","Eastbound","-111.956166266369","33.4218113298651","30","","","","",646,"1",734.3771,"","AggieReverseGeocoder","",4.01,"12461212","1111 W UNIVERSITY DR","Mesa","AZ","85281","3724"
"1416","-111.951519270641","33.4217820654055","1793.0","12055.0","UNIVERSITY DR & HARDY DR","Tempe","No","Yes","Standard","1809.0","Eastbound","-111.951519270641","33.4217820654055","30","","","","",647,"1",687.4979,"","AggieReverseGeocoder","",4.01,"12434021H","960 W UNIVERSITY DR","Mesa","AZ","85281","7808"
"1417","-111.94762072764601","33.421789185978","1794.0","12056.0","UNIVERSITY DR & MITCHELL DR","Tempe","No","Yes","Standard","1810.0","Eastbound","-111.94762072764601","33.421789185978","30","","","","",648,"1",687.5169,"","AggieReverseGeocoder","",4.01,"12469051A","603 W UNIVERSITY DR","Mesa","AZ","85281","3409"
"1418","-111.944605211243","33.4217573069172","1792.0","12057.0","UNIVERSITY DR & FARMER AVE","Tempe","No","Yes","Standard","1808.0","Eastbound","-111.944605211243","33.4217573069172","30","","","","",649,"1",843.746,"","AggieReverseGeocoder","",4.01,"12469026","403 W UNIVERSITY DR","Mesa","AZ","85281","5472"
"1419","-111.941515415167","33.421813252419895","1789.0","12058.0","UNIVERSITY DR & MAPLE AVE","Tempe","No","Yes","Standard","1805.0","Eastbound","-111.941515415167","33.421813252419895","30","","","","",650,"1",765.6244,"","AggieReverseGeocoder","",4.01,"13242012A","105 W UNIVERSITY DR","Mesa","AZ","85281","3639"
"1420","-111.939307149943","33.4218475026055","859.0","12059.0","UNIVERSITY DR & MILL AVE","Tempe","No","Yes","Standard","875.0","Eastbound","-111.939307149943","33.4218475026055","30 | MERC | VENU","","","","",651,"1",796.8782,"","AggieReverseGeocoder","",4.01,"13227151","16 E UNIVERSITY DR","Mesa","AZ","85281","3645"
"1421","-111.93443242591101","33.4218235077172","825.0","12061.0","UNIVERSITY DR & COLLEGE AVE","Tempe","No","Yes","Standard","841.0","Eastbound","-111.93443242591101","33.4218235077172","30 | FSHF | MARS | MERC","","","","",652,"1",656.2492,"","AggieReverseGeocoder","",4.01,"13227127","230 E UNIVERSITY DR","Mesa","AZ","85281","3730"
"1422","-111.9326301415","33.4218778127149","867.0","12062.0","UNIVERSITY DR & PALO VERDE DORMS","Tempe","No","Yes","Standard","883.0","Eastbound","-111.9326301415","33.4218778127149","30 | 62 | FSHF | MARS | MERC","","","","",653,"1",624.9992,"","AggieReverseGeocoder","",4.01,"13227127","230 E UNIVERSITY DR","Mesa","AZ","85281","3730"
"1423","-111.92596316247601","33.4218820189779","863.0","12064.0","UNIVERSITY DR & RURAL RD","Tempe","No","Yes","Standard","879.0","Eastbound","-111.92596316247601","33.4218820189779","30 | 62 | FSHF","","","","",654,"1",265.626,"","AggieReverseGeocoder","",4.01,"13273040J","809 S RURAL RD","Mesa","AZ","85281","2002"
"1424","-111.92211298862301","33.4219060951837","864.0","12065.0","UNIVERSITY DR & ATHLETES PL","Tempe","No","Yes","Standard","880.0","Eastbound","-111.92211298862301","33.4219060951837","30 | 62 | FSHF","","","","",655,"1",624.9803,"","AggieReverseGeocoder","",4.01,"13273229","1111 E UNIVERSITY DR","Mesa","AZ","85281","4256"
"1425","-111.91730557710501","33.421899602690395","854.0","12066.0","UNIVERSITY DR & DORSEY LN","Tempe","No","Yes","Standard","870.0","Eastbound","-111.91730557710501","33.421899602690395","30 | 62","","","","",656,"1",828.1308,"","AggieReverseGeocoder","",4.01,"13259054","1301 E UNIVERSITY DR","Mesa","AZ","85281","8405"
"1426","-111.913035246003","33.4218437076307","9418.0","18292.0","E UNIVERSITY DR AT 1601 E UNIV","Tempe","No","Yes","Standard","12048.0","Eastbound","-111.913035246003","33.4218437076307","30 | 62","","","","",657,"1",859.3721,"","AggieReverseGeocoder","",4.01,"13260029","1655 E UNIVERSITY DR","Mesa","AZ","85281","8471"
"1427","-111.90818437507","33.4218443057624","857.0","12067.0","UNIVERSITY DR & MCCLINTOCK DR","Tempe","No","Yes","Standard","873.0","Eastbound","-111.90818437507","33.4218443057624","30","","","","",658,"1",859.3763,"","AggieReverseGeocoder","",4.01,"13263001K","1835 E UNIVERSITY DR","Mesa","AZ","85281","4254"
"1428","-111.90114891326799","33.4219872164468","871.0","12069.0","UNIVERSITY DR & SMITH RD","Tempe","No","Yes","Standard","887.0","Eastbound","-111.90114891326799","33.4219872164468","30","","","","",659,"1",843.7563,"","AggieReverseGeocoder","",4.01,"13264004A","1975 E UNIVERSITY DR","Mesa","AZ","85281","8700"
"1429","-111.895876045726","33.421941357684396","862.0","12070.0","UNIVERSITY DR & RIVER DR","Tempe","No","Yes","Standard","878.0","Eastbound","-111.895876045726","33.421941357684396","30","","","","",660,"1",593.7709,"","AggieReverseGeocoder","",4.01,"13269003L","825 S RIVER DR","Mesa","AZ","85281","4669"
"1430","-111.89233500879101","33.42181246042939","870.0","12071.0","UNIVERSITY DR & PRICE RD","Tempe","No","Yes","Standard","886.0","Eastbound","-111.89233500879101","33.42181246042939","30","","","","",661,"1",593.7331,"","AggieReverseGeocoder","",4.01,"13269002U","2189 E UNIVERSITY DR","Mesa","AZ","85281","4689"
"1431","-111.889424231564","33.4218666420994","861.0","12072.0","UNIVERSITY DR & PRICE RD","Tempe","No","Yes","Standard","877.0","Eastbound","-111.889424231564","33.4218666420994","30","","","","",662,"1",609.3755,"","AggieReverseGeocoder","",4.01,"13540071A","2309 E UNIVERSITY DR","Mesa","AZ","85281","4717"
"1432","-111.887694142616","33.4219528400101","872.0","12073.0","UNIVERSITY DR & GEORGE DR","Tempe","No","Yes","Standard","888.0","Eastbound","-111.887694142616","33.4219528400101","30","","","","",663,"1",609.3758,"","AggieReverseGeocoder","",4.01,"13540070","806 S GEORGE DR","Mesa","AZ","85281","4702"
"1433","-111.88249894439801","33.4219697819092","855.0","12074.0","UNIVERSITY DR & EVERGREEN RD","Tempe","No","Yes","Standard","871.0","Eastbound","-111.88249894439801","33.4219697819092","30","","","","",664,"1",593.7507,"","AggieReverseGeocoder","",4.01,"13544215","950 S OAKWOOD DR","Mesa","AZ","85281","5050"
"1434","-111.87995569809999","33.4220028034845","869.0","12075.0","UNIVERSITY DR & MAY","Tempe","No","Yes","Standard","885.0","Eastbound","-111.87995569809999","33.4220028034845","30","","","","",665,"1",765.802,"","AggieReverseGeocoder","",4.01,"13544001F","2727 E UNIVERSITY DR","Mesa","AZ","85281","5056"
"1435","-111.873973045982","33.421998737259194","1778.0","12081.0","UNIVERSITY DR & DOBSON RD","Mesa","No","Yes","Standard","1794.0","Eastbound","-111.873973045982","33.421998737259194","30","","","","",666,"1",765.6243,"","AggieReverseGeocoder","",4.01,"13563123B","1957 W UNIVERSITY DR","Globe","AZ","85201","5355"
"1436","-111.86473672423901","33.422029097084","1781.0","12082.0","UNIVERSITY DR & LONGMORE","Mesa","No","Yes","Standard","1797.0","Eastbound","-111.86473672423901","33.422029097084","30","","","","",667,"1",734.3565,"","AggieReverseGeocoder","",4.01,"13549019A","1155 W UNIVERSITY DR","Globe","AZ","85201","5524"
"1437","-111.86055276594","33.4220374083984","1784.0","12083.0","UNIVERSITY DR & STANDAGE","Mesa","No","Yes","Standard","1800.0","Eastbound","-111.86055276594","33.4220374083984","30","","","","",668,"1",703.1231,"","AggieReverseGeocoder","",4.01,"13550001B","1355 W UNIVERSITY DR","Globe","AZ","85201","5419"
"1438","-111.855873195981","33.4219634897704","1776.0","12084.0","UNIVERSITY DR & ALMA SCHOOL RD","Mesa","No","Yes","Standard","1792.0","Eastbound","-111.855873195981","33.4219634897704","30","","","","",669,"1",484.3762,"","AggieReverseGeocoder","",4.01,"13554001B","1145 W UNIVERSITY DR","Globe","AZ","85201","5524"
"1439","-111.851779565667","33.4221040343326","1786.0","12085.0","UNIVERSITY DR & WESTWOOD","Mesa","No","Yes","Standard","1802.0","Eastbound","-111.851779565667","33.4221040343326","30","","","","",670,"1",484.3745,"","AggieReverseGeocoder","",4.01,"13555001G","945 W UNIVERSITY DR","Globe","AZ","85201","5520"
"1440","-111.848600181737","33.4221424699644","1797.0","12086.0","UNIVERSITY DR & EXTENSION RD","Mesa","No","Yes","Standard","1813.0","Eastbound","-111.848600181737","33.4221424699644","30","","","","",671,"1",484.3782,"","AggieReverseGeocoder","",4.01,"13555012","825 W UNIVERSITY DR","Globe","AZ","85201","5555"
"1441","-111.844878245196","33.4222024552216","1780.0","12087.0","UNIVERSITY DR & HOSICK","Mesa","No","Yes","Standard","1796.0","Eastbound","-111.844878245196","33.4222024552216","30","","","","",672,"1",468.7579,"","AggieReverseGeocoder","",4.01,"13558140","615 W UNIVERSITY DR","Globe","AZ","85201","5610"
"1442","-111.839421909545","33.422232635381604","1777.0","12088.0","UNIVERSITY DR & COUNTRY CLUB DR","Mesa","No","Yes","Standard","1793.0","Eastbound","-111.839421909545","33.422232635381604","30","","","","",673,"1",765.6267,"","AggieReverseGeocoder","",4.01,"13857011A","351 N COUNTRY CLUB DR","Globe","AZ","85201","6533"
"1443","-111.836207939587","33.4222239784168","1783.0","12089.0","UNIVERSITY DR & ROBSON","Mesa","No","Yes","Standard","1799.0","Eastbound","-111.836207939587","33.4222239784168","30","","","","",674,"1",718.7466,"","AggieReverseGeocoder","",4.01,"13858042","161 W UNIVERSITY DR","Globe","AZ","85201","5847"
"1444","-111.833612701782","33.4222420270647","1782.0","12090.0","UNIVERSITY DR & MACDONALD","Mesa","No","Yes","Standard","1798.0","Eastbound","-111.833612701782","33.4222420270647","30","","","","",675,"1",718.7491,"","AggieReverseGeocoder","",4.01,"13859009","77 W UNIVERSITY DR","Globe","AZ","85201","5830"
"1445","-111.830732173065","33.4221595932309","832.0","12091.0","UNIVERSITY DR & CENTER ST","Mesa","No","Yes","Standard","848.0","Eastbound","-111.830732173065","33.4221595932309","30","","","","",676,"1",765.6274,"","AggieReverseGeocoder","",4.01,"13725160","18 E UNIVERSITY DR","Globe","AZ","85201","5934"
"1446","-111.825832184909","33.4221896111974","836.0","12092.0","UNIVERSITY DR & HIBBERT","Mesa","No","Yes","Standard","852.0","Eastbound","-111.825832184909","33.4221896111974","30","","","","",677,"1",875.0009,"","AggieReverseGeocoder","",4.01,"13862063","217 E UNIVERSITY DR","Globe","AZ","85201","5931"
"1447","-111.822263180869","33.4222285394385","843.0","16574.0","UNIVERSITY DR & MESA DR","Mesa","No","Yes","Standard","859.0","Eastbound","-111.822263180869","33.4222285394385","30","","","","",678,"1",781.2511,"","AggieReverseGeocoder","",4.01,"13825080","407 E UNIVERSITY DR","Mesa","AZ","85203","7923"
"1448","-111.817883436895","33.4222598970233","820.0","12094.0","UNIVERSITY DR & OLIVE","Mesa","No","Yes","Standard","836.0","Eastbound","-111.817883436895","33.4222598970233","30","","","","",679,"1",593.7506,"","AggieReverseGeocoder","",4.01,"13823067L","615 E UNIVERSITY DR","Mesa","AZ","85203","7926"
"1449","-111.81363292345699","33.422275541146895","838.0","12095.0","UNIVERSITY DR & HORNE","Mesa","No","Yes","Standard","854.0","Eastbound","-111.81363292345699","33.422275541146895","30","","","","",680,"1",593.7309,"","AggieReverseGeocoder","",4.01,"13821008B","815 E UNIVERSITY DR","Mesa","AZ","85203","8032"
"1450","-111.809301095622","33.4222939205554","844.0","12096.0","UNIVERSITY DR & MILLER ST","Mesa","No","Yes","Standard","860.0","Eastbound","-111.809301095622","33.4222939205554","30","","","","",681,"1",546.8464,"","AggieReverseGeocoder","",4.01,"13820014F","1005 E UNIVERSITY DR","Mesa","AZ","85203","8036"
"1451","-111.80496664999201","33.422305564789","846.0","12097.0","UNIVERSITY DR & STAPLEY DR","Mesa","No","Yes","Standard","862.0","Eastbound","-111.80496664999201","33.422305564789","30","","","","",682,"1",812.5025,"","AggieReverseGeocoder","",4.01,"13807107C","357 N STAPLEY DR","Mesa","AZ","85203","8030"
"1452","-111.800558269872","33.422365235026","840.0","12098.0","UNIVERSITY DR & LAZONA DR","Mesa","No","Yes","Standard","856.0","Eastbound","-111.800558269872","33.422365235026","30","","","","",683,"1",828.1253,"","AggieReverseGeocoder","",4.01,"13806140D","1411 E UNIVERSITY DR","Mesa","AZ","85203","8130"
"1453","-111.79686697212699","33.4224114649514","839.0","12099.0","UNIVERSITY DR & HUNT DR","Mesa","No","Yes","Standard","855.0","Eastbound","-111.79686697212699","33.4224114649514","30","","","","",684,"1",250.0029,"","AggieReverseGeocoder","",4.01,"13806148A","1555 E UNIVERSITY DR","Mesa","AZ","85203","8143"
"1454","-111.793030519764","33.4224741337085","835.0","12100.0","UNIVERSITY DR & HALL ST","Mesa","No","Yes","Standard","851.0","Eastbound","-111.793030519764","33.4224741337085","30","","","","",685,"1",796.8605,"","AggieReverseGeocoder","",4.01,"13867095","359 N HALL","Mesa","AZ","85203","8228"
"1455","-111.78729724002899","33.422460643255896","833.0","16557.0","UNIVERSITY DR & GILBERT RD","Mesa","No","Yes","Standard","849.0","Eastbound","-111.78729724002899","33.422460643255896","30","","","","",686,"1",781.3315,"","AggieReverseGeocoder","",4.01,"14024006N","2027 E UNIVERSITY DR","Mesa","AZ","85213","8302"
"1456","-111.782363213618","33.4225474022293","826.0","12102.0","UNIVERSITY DR & 22ND PL","Mesa","No","Yes","Standard","842.0","Eastbound","-111.782363213618","33.4225474022293","30","","","","",687,"1",546.864,"","AggieReverseGeocoder","",4.01,"14024008P","2253 E UNIVERSITY DR","Mesa","AZ","85213","8315"
"1457","-111.773280055548","33.4225640820933","848.0","12104.0","UNIVERSITY DR & YALE","Mesa","No","Yes","Standard","864.0","Eastbound","-111.773280055548","33.4225640820933","30","","","","",688,"1",546.8788,"","AggieReverseGeocoder","",4.01,"14023355","361 N YALE","Mesa","AZ","85213","8449"
"1458","-111.769815212705","33.4225319379167","841.0","12105.0","UNIVERSITY DR & LINDSAY RD","Mesa","No","Yes","Standard","857.0","Eastbound","-111.769815212705","33.4225319379167","30","","","","",689,"1",562.5036,"","AggieReverseGeocoder","",4.01,"14022157","2815 E UNIVERSITY DR","Mesa","AZ","85213","8739"
"1459","-111.76573839696002","33.422578994609","842.0","12106.0","UNIVERSITY DR & LOS ALAMOS","Mesa","No","Yes","Standard","858.0","Eastbound","-111.76573839696002","33.422578994609","30","","","","",690,"1",687.5006,"","AggieReverseGeocoder","",4.01,"14022001E","3020 E MAIN ST","Mesa","AZ","85213","9488"
"1460","-111.760985846989","33.422609630314696","816.0","12107.0","UNIVERSITY DR & CRESTON","Mesa","No","Yes","Standard","832.0","Eastbound","-111.760985846989","33.422609630314696","30","","","","",691,"1",703.162,"","AggieReverseGeocoder","",4.01,"14021010B","3257 E UNIVERSITY DR","Mesa","AZ","85213","8613"
"1461","-111.757011870784","33.4226303779842","866.0","12108.0","CRESTON & VAL VISTA DR","Mesa","No","Yes","Standard","882.0","Eastbound","-111.757011870784","33.4226303779842","30","","","","",692,"1",734.361,"","AggieReverseGeocoder","",4.01,"14021004D","3443 E UNIVERSITY DR","Mesa","AZ","85213","8656"
"1462","-111.752845970033","33.4226239770327","847.0","12109.0","UNIVERSITY DR & VAL VISTA DR","Mesa","No","Yes","Standard","863.0","Eastbound","-111.752845970033","33.4226239770327","30","","","","",693,"1",656.2498,"","AggieReverseGeocoder","",4.01,"14013551","411 N VAL VISTA DR","Mesa","AZ","85213","7001"
"1463","-111.747871899893","33.4226398375346","817.0","12110.0","UNIVERSITY DR & MAPLE","Mesa","No","Yes","Standard","833.0","Eastbound","-111.747871899893","33.4226398375346","30","","","","",694,"1",687.5013,"","AggieReverseGeocoder","",4.01,"14020001P","3855 E UNIVERSITY DR","Mesa","AZ","85205","6900"
"1464","-111.744217426631","33.422661105593","818.0","12111.0","UNIVERSITY DR & NASSAU","Mesa","No","Yes","Standard","834.0","Eastbound","-111.744217426631","33.422661105593","30","","","","",695,"1",437.5078,"","AggieReverseGeocoder","",4.01,"14019001A","4001 E UNIVERSITY DR","Mesa","AZ","85205","7005"
"1465","-111.73992009080798","33.422655680169896","819.0","12112.0","NORFOLK & GREENFIELD RD","Mesa","No","Yes","Standard","835.0","Eastbound","-111.73992009080798","33.422655680169896","30","","","","",696,"1",437.5014,"","AggieReverseGeocoder","",4.01,"14019009C","4225 E UNIVERSITY DR","Mesa","AZ","85205","7088"
"1466","-111.735908853748","33.4226510325598","834.0","16560.0","UNIVERSITY DR & GREENFIELD RD","Mesa","No","Yes","Standard","850.0","Eastbound","-111.735908853748","33.4226510325598","30","","","","",697,"1",437.5457,"","AggieReverseGeocoder","",4.01,"14018002A","4425 E UNIVERSITY DR","Mesa","AZ","85205","7113"
"1467","-111.73219896465","33.422696306468","7620.0","12115.0","UNIVERSITY DR & QUINN","Mesa","No","Yes","Standard","7634.0","Eastbound","-111.73219896465","33.422696306468","30","","","","",698,"1",406.2342,"","AggieReverseGeocoder","",4.01,"14018002A","4425 E UNIVERSITY DR","Mesa","AZ","85205","7113"
"1468","-111.728800716073","33.4227070241925","821.0","12116.0","UNIVERSITY DR & ROANOKE","Mesa","No","Yes","Standard","837.0","Eastbound","-111.728800716073","33.4227070241925","30","","","","",699,"1",671.8777,"","AggieReverseGeocoder","",4.01,"14018001B","4700 E MAIN ST","Mesa","AZ","85205","7911"
"1469","-111.726448936043","33.4227316779793","822.0","12117.0","UNIVERSITY DR & ROANOKE","Mesa","No","Yes","Standard","838.0","Eastbound","-111.726448936043","33.4227316779793","30","","","","",700,"1",671.8792,"","AggieReverseGeocoder","",4.01,"14017004B","4860 E MAIN ST","Mesa","AZ","85205","8046"
"1470","-111.72171789118","33.4227138111006","823.0","17089.0","UNIVERSITY DR & ST PAUL","Mesa","No","Yes","Standard","839.0","Eastbound","-111.72171789118","33.4227138111006","30","","","","",701,"1",624.9918,"","AggieReverseGeocoder","",4.01,"14017005A","5055 E UNIVERSITY DR","Mesa","AZ","85205","7200"
"1476","-111.68344807589399","33.4227675052766","9488.0","17082.0","Temporary Stop Power & University Rt_30","Mesa","No","Yes","Standard","11327.0","Eastbound","-111.68344807589399","33.4227675052766","30","","","","",702,"1",812.5006,"","AggieReverseGeocoder","",4.01,"21813009E","339 N POWER RD","Mesa","AZ","85205","8402"
"1477","-111.66758686088801","33.4218148208478","9492.0","17103.0","SOSSAMAN & UNIVERSITY DR","Mesa","No","Yes","Standard","11326.0","Southbound","-111.66758686088801","33.4218148208478","30","","","","",703,"1",218.7493,"","AggieReverseGeocoder","",4.01,"21816025A","7520 E BILLINGS ST","Mesa","AZ","85207","8340"
